FID,OBJECTID,SHAPE,ADRESSE,AUSNAHME_TXT,STELLPL_ANZ,WEITERE_INF,SE_ANNO_CAD_DATA
PARKENANRAINEROGD.350540,350540,"LINESTRING (16.353313216187082 48.223910881058764, 16.353276309962258 48.224197604022436)","9, Fluchtgasse 4 bis 8",ausg. Fahrzeuge mit Parkkleber für den 9. Bezirk,10,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350541,350541,"LINESTRING (16.352241109982305 48.2239438136935, 16.35213653948327 48.22373011846771)","9, Wilhelm-Exner-Gasse 24 bis 26",ausg. Fahrzeuge mit Parkkleber für den 9. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350542,350542,"LINESTRING (16.352425152393863 48.22432093007435, 16.35254999098504 48.224577504827)","9, Wilhelm-Exner-Gasse 28 bis 30",ausg. Fahrzeuge mit Parkkleber für den 9. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350543,350543,"LINESTRING (16.352126847213675 48.22407232051308, 16.3519479269568 48.22410208799292)","9, Bleichergasse 12",ausg. Fahrzeuge mit Parkkleber für den 9. Bezirk,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350544,350544,"LINESTRING (16.351762760500275 48.22413334329044, 16.350752386164373 48.22430053258837)","9, Bleichergasse 14-16 bis 22",ausg. Fahrzeuge mit Parkkleber für den 9. Bezirk,14,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350545,350545,"LINESTRING (16.351068690097527 48.22579626174147, 16.35097973461612 48.22547801138046)","9, Lustkandlgasse 12 bis 14",ausg. Fahrzeuge mit Parkkleber für den 9. Bezirk,11,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350546,350546,"LINESTRING (16.350870177759678 48.22337504788223, 16.350705035030135 48.22317916444445)","9, Prechtlgasse 7 bis 9",ausg. Fahrzeuge mit Parkkleber für den 9. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350547,350547,"LINESTRING (16.350003494438447 48.22320391993904, 16.349842298463997 48.222956560213)","9, Schlagergasse 2 bis 4",ausg. Fahrzeuge mit Parkkleber für den 9. Bezirk,8,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350548,350548,"LINESTRING (16.349603656066378 48.22361579347625, 16.34990917980102 48.22352600314224)","9, Klammergasse 2 bis 4",ausg. Fahrzeuge mit Parkkleber für den 9. Bezirk,7,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350549,350549,"LINESTRING (16.352833044196032 48.22538250035836, 16.352685904061584 48.22508348937654)","9, Wilhelm-Exner-Gasse 23 bis 25",ausg. Fahrzeuge mit Parkkleber für den 9. Bezirk,7,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350550,350550,"LINESTRING (16.350580829156268 48.20006621191, 16.350359928983984 48.20002665608952)","7, Lindengasse 37",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350551,350551,"LINESTRING (16.349698282237338 48.199986886583105, 16.35012711126815 48.20006361986017)","7, Lindengasse 34 bis 36",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,10,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350552,350552,"LINESTRING (16.34797968900186 48.199748628921135, 16.34771362844117 48.19971712834064)","7, Lindengasse 44 bis 44A",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350553,350553,"LINESTRING (16.34782117562832 48.19919125741231, 16.34830523872695 48.19925128809968)","7, Richtergasse 5 bis 7",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,7,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350554,350554,"LINESTRING (16.377376879791445 48.20283088491528, 16.37699124761611 48.20245367330183)","1, Kantgasse 2 bis 4",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,11,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350555,350555,"LINESTRING (16.375161348679857 48.203392872925484, 16.37548665320198 48.203701600122535)","1, Hegelgasse 10 bis 12",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,12,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350556,350556,"LINESTRING (16.375652710335295 48.20384907847666, 16.376087075601866 48.2042579290368)","1, Hegelgasse 6 bis 8",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,10,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350557,350557,"LINESTRING (16.37541534353052 48.2037814716703, 16.37500555568644 48.20396609517548)","1, Johannesgasse 14",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,10,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350558,350558,"LINESTRING (16.378765639326954 48.210061260482576, 16.378590845463673 48.210109860327414)","1, Fleischmarkt 28",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350559,350559,"LINESTRING (16.347066006568458 48.199057785598946, 16.34714307952496 48.19886236625397)","7, Andreasgasse 8",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350560,350560,"LINESTRING (16.347443645015254 48.197970586518466, 16.347570725615515 48.19766653984414)","7, Andreasgasse 1 bis 3",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,7,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350561,350561,"LINESTRING (16.345512564612328 48.19932660338686, 16.34586582430742 48.19938219441113)","7, Lindengasse 57",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350562,350562,"LINESTRING (16.345127383106732 48.199065985903204, 16.345137158901856 48.19899698149724, 16.345146935723555 48.19893392496163, 16.34516560580803 48.1988512367065, 16.34518161131842 48.19878163600121)","7, Zieglergasse 14 bis 18",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350563,350563,"LINESTRING (16.34581537515559 48.19727309720347, 16.345748704915827 48.19740041949517)","7, Zieglergasse 1",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350564,350564,"LINESTRING (16.345086430901652 48.198505521048205, 16.344694561442264 48.198440948578686)","7, Apollogasse 1",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350565,350565,"LINESTRING (16.343427795839045 48.19899325928603, 16.343735595656266 48.1990414347632)","7, Lindengasse 65",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,7,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350566,350566,"LINESTRING (16.344127698086258 48.19693994597798, 16.34405731788839 48.197075926878945)","7, Schottenfeldgasse 1",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350567,350567,"LINESTRING (16.343436482402232 48.19823247289745, 16.343044047309462 48.19816957993468)","7, Apollogasse 5",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350568,350568,"LINESTRING (16.341316763422924 48.197389549581146, 16.341216883353184 48.19783422369746)","7, Kaiserstraße 7 bis 9",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,10,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350569,350569,"LINESTRING (16.340597502665545 48.19814779191206, 16.340710677525596 48.197984617136626)","7, Apollogasse 26 bis 28",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350570,350570,"LINESTRING (16.35840811480343 48.206141356881375, 16.358821177761314 48.20583036245357)","1, Hansenstraße 1 bis 5",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,7,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350571,350571,"LINESTRING (16.366878909623964 48.20211984701549, 16.36747415233421 48.20198672159874)","1, Elisabethstraße 7 bis 9",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,8,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350572,350572,"LINESTRING (16.366296059733052 48.201588769767994, 16.367142018502644 48.20139917905156)","1, Nibelungengasse 2-4",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,18,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350573,350573,"LINESTRING (16.363445863628733 48.20236366723303, 16.363795803874442 48.20279003569616)","1, Eschenbachgasse 5 bis 7",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,11,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350574,350574,"LINESTRING (16.36300318654886 48.20325892207503, 16.363631152770527 48.202936523717085)","1, Elisabethstraße 24 bis 26",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,10,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350575,350575,"LINESTRING (16.363711976707137 48.21040111981654, 16.36401400224702 48.210003798027756)","1, Petrarcagasse ggü. 1 bis 2",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,11,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350576,350576,"LINESTRING (16.362987927821642 48.2130926995324, 16.361981300775106 48.21255384439794, 16.36194568581323 48.212527345055506, 16.361921820828055 48.21250070029203, 16.361908988530384 48.212472388181986, 16.361902207974286 48.212440981059196, 16.361905866895867 48.21241900879691)","1, Mölker Bastei 8 bis 16",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,23,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350577,350577,"LINESTRING (16.36300545114965 48.21152369741513, 16.363288178639397 48.21163641639913, 16.36352461167823 48.211722021228084)","1, Teinfaltstraße 3 bis 5",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,14,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350578,350578,"LINESTRING (16.36309789872003 48.21076349295355, 16.362365116473587 48.21049668941473)","1, Schenkenstraße 1-3 bis 7",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,12,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350579,350579,"LINESTRING (16.34519594224143 48.198448679911166, 16.34524148147964 48.19835349682792, 16.345282752691134 48.19827544834807, 16.345362451248636 48.198127915339015)","7, Zieglergasse 9 bis 11",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,7,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350580,350580,"LINESTRING (16.343799187055176 48.1978072429916, 16.343929355590415 48.197556842278274)","7, Schottenfeldgasse 8 bis 12",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350581,350581,"LINESTRING (16.370388632910814 48.213596251439945, 16.371272095721892 48.213365313905804)","1, Salzgries 14 bis 18",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,20,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350582,350582,"LINESTRING (16.349515566238686 48.19529107722284, 16.34975484692225 48.1950804664871)","6, Otto-Bauer-Gasse 4 bis 6",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350583,350583,"LINESTRING (16.34313707181305 48.21196438243192, 16.343526273700956 48.211945690211145)","8, Florianigasse 63 bis 65",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350584,350584,"LINESTRING (16.344301050891584 48.21195317462879, 16.344614366225887 48.21210862566049)","8, Florianigasse 57 bis 59",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350585,350585,"LINESTRING (16.341734029762126 48.21310583191556, 16.342137687467734 48.21310414639448)","8, Laudongasse 65 bis 67",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350586,350586,"LINESTRING (16.34312910649323 48.21318666379133, 16.34297034144332 48.21318790102322)","8, Laudongasse 52",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350587,350587,"LINESTRING (16.3455922516565 48.21314702711529, 16.345845015064107 48.21314024974313)","8, Laudongasse 38",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350588,350588,"LINESTRING (16.341707103543857 48.21410065754956, 16.342031312631907 48.21410538953588)","8, Breitenfelder Gasse 17 bis 19",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,8,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350589,350589,"LINESTRING (16.343086577238978 48.21411319208152, 16.34352649418824 48.21411922346707)","8, Breitenfelder Gasse 9 bis 11",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350590,350590,"LINESTRING (16.344188913815092 48.21413887689891, 16.34471357344593 48.214146451282694)","8, Breitenfelder Gasse 5 bis 7",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,11,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350591,350591,"LINESTRING (16.3422911018944 48.21130256774845, 16.342302303821103 48.211389479403444)","8, Bennogasse 4",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,2,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350592,350592,"LINESTRING (16.342206739194587 48.211383591783644, 16.342236108167825 48.211603951022084)","8, Bennogasse 5",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350593,350593,"LINESTRING (16.34246999354508 48.21344188702167, 16.342443378000812 48.213238519229655)","8, Bennoplatz 15 bis 17",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350594,350594,"LINESTRING (16.34257466206813 48.21427337934124, 16.342627119901493 48.214691893622124)","8, Bennogasse 25 bis 29",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,9,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350595,350595,"LINESTRING (16.342347334951462 48.21173182338841, 16.34237734934248 48.21195575620339)","8, Bennoplatz (Hauptfahrbahn südl.) ",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350596,350596,"LINESTRING (16.342014017869992 48.21214499755955, 16.34205096900202 48.21244074392206)","8, Bennoplatz (Nebenfahrbahn) 5",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350597,350597,"LINESTRING (16.34358153882429 48.21386567099445, 16.343566538138457 48.214090276346035)","8, Albertplatz (Nebenfahrbahn) 4",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350598,350598,"LINESTRING (16.34356828649646 48.214233438468064, 16.343543691144763 48.21454776925776)","8, Albertplatz (Nebenfahrbahn) 5",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,7,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350599,350599,"LINESTRING (16.344149746568515 48.21385896956075, 16.344133786710774 48.21409705019197)","8, Albertplatz (Nebenfahrbahn) 1",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350600,350600,"LINESTRING (16.3440356381785 48.21160175371766, 16.34403569112261 48.21133645514265)","8, Albertgasse 32",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350601,350601,"LINESTRING (16.34540909185764 48.21304778680728, 16.34539740130956 48.21291311616856)","8, Feldgasse 3",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350602,350602,"LINESTRING (16.34544217508071 48.21342035986566, 16.345423146920695 48.21320801808406)","8, Feldgasse 5 bis 7",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350603,350603,"LINESTRING (16.345680523662978 48.21494726647752, 16.345655488621066 48.21468700183214)","8, Feldgasse 12",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350604,350604,"LINESTRING (16.344716391775147 48.21148068556143, 16.34510842976606 48.2120511045762)","8, Skodagasse 1 bis 5",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,14,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350605,350605,"LINESTRING (16.346980830786393 48.214070467058356, 16.347238579301212 48.21421212737588)","8, Skodagasse 17",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350606,350606,"LINESTRING (16.347260754215355 48.21414055421537, 16.34752760128134 48.2142875639304)","8, Skodagasse 26",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350607,350607,"LINESTRING (16.3463588965418 48.21124397677594, 16.34656151456243 48.21161386558137)","8, Kupkagasse 4 bis 6",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,14,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350608,350608,"LINESTRING (16.341547767871326 48.214266051878894, 16.34162474249418 48.21448121869518)","8, Blindengasse 51 bis 53",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350609,350609,"LINESTRING (16.348835966144293 48.210352268499804, 16.348853747516785 48.210172797620565)","8, Lederergasse 8 bis 10",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350610,350610,"LINESTRING (16.348786113881683 48.210779427282695, 16.348823976607573 48.21040158952073)","8, Lederergasse 10 bis 12",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,9,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350611,350611,"LINESTRING (16.34812306105468 48.21057229048426, 16.348159338236517 48.21024053411694)","8, Fuhrmannsgasse 4 bis 6",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,7,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350612,350612,"LINESTRING (16.348653095141483 48.21081179150702, 16.348130637451778 48.21081354617158)","8, Löwenburggasse 2-4",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,8,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350613,350613,"LINESTRING (16.34872956887845 48.211351076675754, 16.348751526103705 48.21112672720446)","8, Lederergasse 12 bis 14",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350614,350614,"LINESTRING (16.348687657772576 48.21183704306142, 16.348705610050597 48.2116575789777)","8, Lederergasse 14A",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350615,350615,"LINESTRING (16.347943977493706 48.21149781340187, 16.34796573840579 48.21128942361492)","8, Fuhrmannsgasse 15 bis 17",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350616,350616,"LINESTRING (16.348078901877464 48.21093904120517, 16.348049022088123 48.21120800313805)","8, Fuhrmannsgasse 10 bis 14",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350617,350617,"LINESTRING (16.37327272073529 48.20235852700695, 16.372212390946927 48.20259689255975)","1, Mahlerstraße 9 bis 15",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,15,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350618,350618,"LINESTRING (16.35679032971388 48.212604814551895, 16.356580708163083 48.21188625961333)","1, Rathausstraße 9 bis 11",ausg. Fahrzeuge mit Parkkleber für den 1. und 8. Bezirk,18,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350619,350619,"LINESTRING (16.356987080999563 48.21326389054235, 16.356850183504264 48.212800637885)","1, Rathausstraße 15 bis 17",ausg. Fahrzeuge mit Parkkleber für den 1. und 8. Bezirk,12,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350620,350620,"LINESTRING (16.3555582111664 48.207717078273966, 16.356243615350426 48.20762613783479)","1, Schmerlingplatz 1 bis 3",ausg. Fahrzeuge mit Parkkleber für den 1. und 8. Bezirk,20,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350621,350621,"LINESTRING (16.35669872073163 48.209014110010884, 16.356527038218058 48.2084225954373)","1, Bartensteingasse 7 bis 9",ausg. Fahrzeuge mit Parkkleber für den 1. und 8. Bezirk,18,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350622,350622,"LINESTRING (16.35603546799187 48.21005000489615, 16.355827482705884 48.20933764877393)","1, Rathausstraße 3 bis 7",ausg. Fahrzeuge mit Parkkleber für den 1. und 8. Bezirk,29,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350623,350623,"LINESTRING (16.347137274305986 48.210868322490576, 16.347144226411366 48.21078673575532, 16.34714884708872 48.21068808806996, 16.34714998311661 48.210590423223366, 16.347145636595446 48.210525552511136, 16.3471397842259 48.21046576083796)","8, Schönborngasse 6 bis 10",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,14,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350624,350624,"LINESTRING (16.346966105248868 48.211499652822596, 16.347022527583338 48.21102483381371)","8, Schönborngasse 9 bis 11",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,11,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350625,350625,"LINESTRING (16.348624104571293 48.212433377071555, 16.348648067598827 48.21220911849888)","8, Lederergasse 18 bis 18A",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350626,350626,"LINESTRING (16.34918353036241 48.21257449831377, 16.34942596384266 48.21258245068117)","8, Mölker Gasse 1 bis 3",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350627,350627,"LINESTRING (16.348485714935112 48.212815351166505, 16.348453340577773 48.2131208526331)","8, Lederergasse 25 bis 27",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,7,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350628,350628,"LINESTRING (16.356970065206337 48.2098875039804, 16.356771174478766 48.20920791002817)","1, Bartensteingasse 11 bis 15",ausg. Fahrzeuge mit Parkkleber für den 1. und 8. Bezirk,20,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
