FID,OBJECTID,SHAPE,ADRESSE,AUSNAHME_TXT,STELLPL_ANZ,WEITERE_INF,SE_ANNO_CAD_DATA
PARKENANRAINEROGD.350881,350881,"LINESTRING (16.37612216381146 48.2063969551929, 16.376295007333397 48.206596090381694)","1, Riemergasse 15",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350882,350882,"LINESTRING (16.371866664768714 48.209611355513005, 16.372148834642516 48.20947314671064)","1, Brandstätte 3 bis 5",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350883,350883,"LINESTRING (16.35659445442332 48.20424943538509, 16.356668866399914 48.20407736335583)","7, Breite Gasse 16 bis 18",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350884,350884,"LINESTRING (16.35605280179138 48.20310185782838, 16.35599845455415 48.20326991055168)","7, Kirchberggasse 11 bis 13",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350885,350885,"LINESTRING (16.355892618669532 48.20259366830835, 16.35634462393414 48.202681830551484)","7, Siebensterngasse 7 bis 9",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,7,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350886,350886,"LINESTRING (16.35418625325429 48.20344380051022, 16.35413843911015 48.203629932110346)","7, Stiftgasse 31 bis 33",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350887,350887,"LINESTRING (16.353542674928388 48.203070421129375, 16.35349686196964 48.20324765903468)","7, Sigmundsgasse 8 bis 10",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350888,350888,"LINESTRING (16.35365819566466 48.20261777984415, 16.353694789198872 48.202475597585384)","7, Sigmundsgasse 2",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350889,350889,"LINESTRING (16.36981474206913 48.19713584144768, 16.369689891581434 48.1969525011868)","4, Karlsgasse 18",ausg. Fahrzeuge mit Parkkleber für den 4. und 5. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350890,350890,"LINESTRING (16.36994596241802 48.196627850325534, 16.370391033379043 48.19678847048585)","4, Gußhausstraße 25 bis 27-29",ausg. Fahrzeuge mit Parkkleber für den 4. und 5. Bezirk,7,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350891,350891,"LINESTRING (16.3709239038858 48.19771369067037, 16.370981226662952 48.19771669160898, 16.371030929831917 48.197720767275925, 16.37111450825255 48.197730770350894, 16.371406435144458 48.197776663144644)","4, Paniglgasse 1 bis 3",ausg. Fahrzeuge mit Parkkleber für den 4. und 5. Bezirk,7,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350892,350892,"LINESTRING (16.351462955125523 48.20323473418662, 16.351400461284054 48.203546710499985)","7, Kirchengasse 31 bis 35",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,7,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350893,350893,"LINESTRING (16.350460797554593 48.202168620822455, 16.350728919322325 48.202183583043684)","7, Siebensterngasse 35 bis 37",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350894,350894,"LINESTRING (16.35251092812879 48.20215029289513, 16.352377798608178 48.20213736281316)","7, Siebensterngasse 27 bis 29",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,2,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350895,350895,"LINESTRING (16.35268391937678 48.20216644786526, 16.352550789770827 48.20215351798365)","7, Siebensterngasse 25 bis 27",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,2,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350896,350896,"LINESTRING (16.351922667834785 48.20165968147446, 16.351992571130843 48.201485994242816)","7, Kirchengasse 17 bis 19",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350897,350897,"LINESTRING (16.351171951948928 48.20143549481136, 16.35124284465584 48.20148962895185, 16.351259904608316 48.201502196924295, 16.3512697972056 48.201513143696936, 16.351276210666704 48.20152423931706, 16.351280869697295 48.20153916177055, 16.35130572997292 48.20165183974062)","7, Mondscheingasse 3 bis 7",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350898,350898,"LINESTRING (16.35031583458642 48.20156634155987, 16.35035399681262 48.20139283911933)","7, Zollergasse 35 bis 37",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350899,350899,"LINESTRING (16.349448530321915 48.20095549704668, 16.34958304810294 48.200954626939875)","7, Mondscheingasse 17 bis 19",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,2,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350900,350900,"LINESTRING (16.35057990104669 48.20075639883507, 16.350630694863334 48.200534148224094)","7, Zollergasse 16 bis 18-20",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350901,350901,"LINESTRING (16.366313820244674 48.20215062344792, 16.366078511433454 48.20167978164231)","1, Schillerplatz ggü. 1-2",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,17,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350902,350902,"LINESTRING (16.360502938193555 48.20043766174041, 16.360887061507068 48.200257188388306)","6, Königsklostergasse 2 bis 4",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,7,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350903,350903,"LINESTRING (16.358978729719322 48.19990318342014, 16.359063989426055 48.199936247835254, 16.359084580299935 48.19994131474681, 16.35910336370237 48.19994300170184, 16.359121784493798 48.19994227405502, 16.359378945006494 48.1999045519382)","6, Fillgradergasse 5",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350904,350904,"LINESTRING (16.3588953705474 48.19981028574548, 16.359058859220838 48.199613578814876)","6, Laimgrubengasse 27 bis 29",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350905,350905,"LINESTRING (16.358648213146033 48.19953359613329, 16.358508906699086 48.19968398957574)","6, Bienengasse 6-8",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350906,350906,"LINESTRING (16.357980504187665 48.20021809483651, 16.357697650440205 48.19998808578399)","6, Windmühlgasse 3 bis 5",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,11,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350907,350907,"LINESTRING (16.3574662894805 48.19995277126176, 16.357311523498414 48.200099136047655)","6, Capistrangasse 3",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350908,350908,"LINESTRING (16.35736605020718 48.19935659644401, 16.35788666105901 48.19956119725718)","6, Fillgradergasse 18 bis 20",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,9,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350909,350909,"LINESTRING (16.357627318025497 48.19938539898923, 16.357172173132945 48.199206862993385, 16.35715953002406 48.19920302409858, 16.357146889544666 48.19920148970714, 16.357137121859182 48.19920187595795, 16.357124481274568 48.19920418278085, 16.357112416707015 48.19920879400211, 16.356941233681862 48.19931369371121)","6, Fillgradergasse 15 bis 21",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,11,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350910,350910,"LINESTRING (16.356246951550798 48.19882095265805, 16.35545334873248 48.19813413870982)","6, Windmühlgasse 19 bis 27",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,24,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350911,350911,"LINESTRING (16.35125492978615 48.198504841575776, 16.351467729368313 48.19827507089514)","6, Kollergerngasse 1-5",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350912,350912,"LINESTRING (16.351118160925946 48.197785536803494, 16.350763836064303 48.19765577943401)","6, Chwallagasse 1",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350913,350913,"LINESTRING (16.3513832754634 48.19691017506253, 16.351685219581842 48.197021419562844)","6, Blümelgasse 1 bis 3",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,7,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350914,350914,"LINESTRING (16.34903161339853 48.19714311069877, 16.34910649650986 48.197052136057714, 16.349126393765882 48.197029150563715, 16.34915461079675 48.196999873378594)","6, Esterházygasse 35",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350915,350915,"LINESTRING (16.350321086709048 48.19616118200574, 16.350751179967656 48.19581658722958)","6, Esterházygasse 18 bis 18B",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,10,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350916,350916,"LINESTRING (16.350084142210633 48.1956330823417, 16.35032296467393 48.195446159697276)","6, Brauergasse 6 bis 8",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350917,350917,"LINESTRING (16.347434602767663 48.199142474550335, 16.347710901205385 48.199176986336816)","7, Richtergasse 7 bis 9",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350918,350918,"LINESTRING (16.343644890515534 48.198266503052515, 16.343971253938623 48.19832073471671)","7, Apollogasse 3",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350919,350919,"LINESTRING (16.343282340758503 48.19872525679907, 16.343203727940402 48.19890665327056)","7, Schottenfeldgasse 19 bis 21",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350920,350920,"LINESTRING (16.349031166103074 48.195598526028455, 16.349288188939678 48.195369143220034)","6, Otto-Bauer-Gasse 7 bis 9",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,10,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350921,350921,"LINESTRING (16.347146606605374 48.195526014473636, 16.347249468658738 48.19557311761112, 16.347304639042626 48.1956000007587, 16.34749043713116 48.19569872884707)","6, Schmalzhofgasse 3 bis 5",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,10,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350922,350922,"LINESTRING (16.348298364416873 48.19545416106838, 16.34866383550641 48.19512442869366)","6, Loquaiplatz ggü. 8 bis ggü. 9",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,14,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350923,350923,"LINESTRING (16.347658599206397 48.194454679588276, 16.347895817862423 48.19423947287799)","6, Hirschengasse 13 bis 17",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350924,350924,"LINESTRING (16.347589589619375 48.19308235236264, 16.34769189013435 48.1929785931126)","6, Webgasse 8",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350925,350925,"LINESTRING (16.36457778856594 48.20011227107809, 16.364785469622973 48.20022977496243)","6, Papagenogasse 1A bis 3",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350926,350926,"LINESTRING (16.362893693658854 48.19986320327513, 16.363662965314823 48.20039182851983)","6, Lehargasse ggü. 3A bis ggü. 7",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,24,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350927,350927,"LINESTRING (16.361533949015243 48.1995528991503, 16.36174526204075 48.19934226981022)","6, Girardigasse 10",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350928,350928,"LINESTRING (16.361781012810994 48.19930585512919, 16.361897341696356 48.19919018896347)","6, Girardigasse 8",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350929,350929,"LINESTRING (16.362238628094293 48.19876216733829, 16.362350683712773 48.19864971224566)","6, Girardigasse 1",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350930,350930,"LINESTRING (16.36213938205492 48.19824296232319, 16.361502717030206 48.197934469890626, 16.36137313508339 48.197872633204064, 16.36124071000874 48.197817458701756)","6, Linke Wienzeile nach 22 bis vor 34",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,16,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350931,350931,"LINESTRING (16.358721209792346 48.20040750848957, 16.358620420828846 48.20046706997723)","6, Theobaldgasse 19",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,2,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350932,350932,"LINESTRING (16.35884909096527 48.20033161890501, 16.358748302298892 48.200391180505505)","6, Theobaldgasse 17",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,2,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350933,350933,"LINESTRING (16.351931528033425 48.19861262794727, 16.352102794144614 48.19847391789781)","6, Nelkengasse 6 bis 6A",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350934,350934,"LINESTRING (16.349740738221694 48.19667611077006, 16.349848176938657 48.196730223471775)","6, Damböckgasse 10",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,2,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350935,350935,"LINESTRING (16.349170489565978 48.19708952247608, 16.349216584686 48.19703828185348, 16.349246150488497 48.19701021632445, 16.34928302261334 48.196977736536766)","6, Esterházygasse 30",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350936,350936,"LINESTRING (16.347759133057224 48.197027934334635, 16.34789357798137 48.196872140446104)","6, Otto-Bauer-Gasse 26",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350937,350937,"LINESTRING (16.347934327892958 48.19427856571236, 16.347855035735105 48.194351209699335)","6, Hirschengasse 12-14",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,2,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350938,350938,"LINESTRING (16.348048126849587 48.19417383146419, 16.347968480211094 48.19424630132448)","6, Hirschengasse 12-14",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,2,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350939,350939,"LINESTRING (16.35074996422989 48.199807744115745, 16.35067956390537 48.19999064310495)","7, Zollergasse 17 bis 19",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350940,350940,"LINESTRING (16.344951280711573 48.208516218372644, 16.34497076830431 48.2082382107891)","8, Tigergasse 14 bis 16",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350941,350941,"LINESTRING (16.345716673709944 48.20846835784159, 16.345739634976997 48.20831455347618, 16.345743659385846 48.20826925225665, 16.34574918264571 48.20819922304583)","8, Lerchengasse 13 bis 15",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350942,350942,"LINESTRING (16.346982366958283 48.208383011637906, 16.347170526295226 48.20834088866465, 16.347193411171318 48.20833594919501, 16.34720821017227 48.20833205371429, 16.34722627653007 48.20832641436193)","8, Pfeilgasse 3A bis 5",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350943,350943,"LINESTRING (16.347976182636454 48.2081076890376, 16.34854861220559 48.20797328928104)","8, Pfeilgasse (linke Nebenfahrbahn) ggü. 1A bis ggü. 3",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,16,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350944,350944,"LINESTRING (16.349137516077754 48.20767720769611, 16.34918532626519 48.20744921169108)","8, Strozzigasse 14-16 bis 18-20",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,8,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350945,350945,"LINESTRING (16.34901116229487 48.208277032092205, 16.349037075835955 48.2081521521604)","8, Strozzigasse 26 bis 28",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350946,350946,"LINESTRING (16.348962002120526 48.20851316921653, 16.348931020315685 48.20866247066178)","8, Strozzigasse 32-34",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350947,350947,"LINESTRING (16.367349709274865 48.210722654157394, 16.367601494207516 48.21057356845712)","1, Am Hof 3 bis 4",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350948,350948,"LINESTRING (16.378606468106145 48.21016043440561, 16.378794450474768 48.21010886413583)","1, Fleischmarkt 19",,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350949,350949,"LINESTRING (16.36858122326575 48.205533757160744, 16.368360419649846 48.20534884317176)","1, Lobkowitzplatz 2",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350950,350950,"LINESTRING (16.372364726522456 48.200943249220266, 16.37205938621824 48.2010111606456, 16.372036981355397 48.20103793701015, 16.37171122384347 48.201112624645184)","1, Bösendorferstraße 11 bis 13",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,12,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350951,350951,"LINESTRING (16.33885817909535 48.20706936891308, 16.33879443521672 48.206940493700905)","7, Wimbergergasse 44 bis 46",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350952,350952,"LINESTRING (16.33853798300149 48.20666882907812, 16.338388387925757 48.20636460306429)","7, Wimbergergasse 39 bis 41",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,7,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350953,350953,"LINESTRING (16.338416484967222 48.20574954089441, 16.338449575084947 48.20540365571608)","7, Wimbergergasse 30 bis 32",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,8,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350954,350954,"LINESTRING (16.338384748907743 48.2049262483722, 16.33842061914861 48.2045574664527)","7, Wimbergergasse 19 bis 25",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,12,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350955,350955,"LINESTRING (16.338600170300108 48.203848986374666, 16.33862076674105 48.203638096874315)","7, Wimbergergasse 14-16",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,9,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350956,350956,"LINESTRING (16.339011454053487 48.20431555862097, 16.339258438101226 48.204326096504275)","7, Burggasse 124",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350957,350957,"LINESTRING (16.339782002061146 48.205340893886216, 16.339814462667864 48.20516241302055)","7, Kaiserstraße 87 bis 89",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350958,350958,"LINESTRING (16.339242964691756 48.20602560819725, 16.339108770132565 48.20603202847836)","7, Neustiftgasse 141",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,2,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350959,350959,"LINESTRING (16.33882732003893 48.20612728126747, 16.338477897990636 48.20614361067103)","7, Neustiftgasse 116-118",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350960,350960,"LINESTRING (16.340730826394612 48.20692024600457, 16.34084666175885 48.20689667010924)","7, Bernardgasse 28",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,2,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350961,350961,"LINESTRING (16.34130418692716 48.20680498938578, 16.341599931919674 48.206749436990535)","7, Bernardgasse 22 bis 24",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350962,350962,"LINESTRING (16.343059013226537 48.20646118661512, 16.342728296771828 48.20649450017277, 16.342551380172665 48.20652757261212)","7, Bernardgasse 11 bis 13",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,8,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350963,350963,"LINESTRING (16.342384791329945 48.207123174313125, 16.342887387821644 48.20705115288331)","7, Mentergasse 3 bis 5",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,8,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350964,350964,"LINESTRING (16.342886283313273 48.207104771405184, 16.342228485770583 48.20719876149097)","7, Mentergasse ggü. 3 bis ggü. 7",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,10,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350965,350965,"LINESTRING (16.343135967581954 48.20664149964715, 16.343123118596786 48.20654049241768)","7, Schottenfeldgasse 93",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350966,350966,"LINESTRING (16.342330876589493 48.20590558729925, 16.342175656592417 48.20591557922695)","7, Neustiftgasse 92 bis 94",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,2,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350967,350967,"LINESTRING (16.341840320439832 48.20586305956326, 16.34208231297188 48.20584680543954)","7, Neustiftgasse 119 bis 121",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350968,350968,"LINESTRING (16.34116341932901 48.20590908277942, 16.341297868641092 48.20589981599493)","7, Neustiftgasse 125",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,2,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
