FID,OBJECTID,SHAPE,LBEZEICHNUNG,LTYP,LTYPTXT,SE_ANNO_CAD_DATA
OEFFLINIENOGD.1399,1399,"LINESTRING (16.30241510816877 48.19808710874735, 16.302050859132965 48.1972422951753, 16.301370720352214 48.196456872755085, 16.300877064642346 48.196230674295315, 16.300379000075495 48.195953908990106, 16.29994338302978 48.19544813948437, 16.29965454183564 48.19499297730398, 16.299556994069142 48.19454085019705, 16.299513163826106 48.19361879679825, 16.299460492825673 48.192619408777546, 16.301751488970908 48.19252493650772, 16.301867217038176 48.19242087016844, 16.301854142848264 48.19201338427663, 16.301845595968526 48.19148692681362, 16.301633300288746 48.18966063038853)",51A,2,Autobus,
OEFFLINIENOGD.1400,1400,"LINESTRING (16.328954028018718 48.19707749599789, 16.328188644382294 48.19832368519117)",12A,2,Autobus,
OEFFLINIENOGD.1401,1401,"LINESTRING (16.348955298671473 48.20425475000145, 16.34908072908849 48.20210463261163)",13A,2,Autobus,
OEFFLINIENOGD.1402,1402,"LINESTRING (16.34908072908849 48.20210463261163, 16.34908830904025 48.20197468380153, 16.34909378076272 48.20172754590511)",13A,2,Autobus,
OEFFLINIENOGD.1403,1403,"LINESTRING (16.357763042523693 48.20510743375671, 16.356656503145913 48.20456369465892, 16.356430059483962 48.20442525079564)",48A,2,Autobus,
OEFFLINIENOGD.1404,1404,"LINESTRING (16.26876742897088 48.15057840442074, 16.269471057623807 48.15200649805463, 16.270160588091873 48.153366050266904, 16.27045858654021 48.153920162584384, 16.270719741956604 48.15436955537712, 16.270827672479935 48.15450667399246, 16.270952990379875 48.15460633192567)","56A, 56B",2,Autobus,
OEFFLINIENOGD.1405,1405,"LINESTRING (16.264031154089768 48.153016662962514, 16.264032140149943 48.15299296093172, 16.263944707324747 48.15194593801006)","56A, 56B",2,Autobus,
OEFFLINIENOGD.1406,1406,"LINESTRING (16.28400155502427 48.16806578018194, 16.28357029240166 48.16803881570824, 16.28308564977838 48.168035618449075, 16.28279581925735 48.16801970319481)","56A, 56B",2,Autobus,
OEFFLINIENOGD.1407,1407,"LINESTRING (16.270952990379875 48.15460633192567, 16.270995352112998 48.154640019488795, 16.27114885292213 48.15473718853071, 16.271688998673763 48.155043968230004)","56A, 56B",2,Autobus,
OEFFLINIENOGD.1408,1408,"LINESTRING (16.286471849933196 48.17366575444663, 16.28673562181298 48.17312037531627, 16.286833700824115 48.172858676503736, 16.28713255215557 48.17188917248577, 16.28718169067193 48.17165124678349, 16.287213113295508 48.171338954756266, 16.287294311280515 48.17011653949628)","56A, 56B",2,Autobus,
OEFFLINIENOGD.1409,1409,"LINESTRING (16.303010450740064 48.18725580358291, 16.302612241130365 48.18675362266991, 16.302388269102625 48.18644422770535, 16.302285174118236 48.186299050630666, 16.302171371286132 48.18620383838865, 16.302029075481293 48.18614906907068, 16.301833387585656 48.18612283714383, 16.301662587316706 48.186127544484386, 16.30155582795115 48.18614416882574)","56A, 56B, 58A",2,Autobus,
OEFFLINIENOGD.1410,1410,"LINESTRING (16.329578940562417 48.18330534176577, 16.33169867357619 48.183542022526694)","10A, 63A",2,Autobus,
OEFFLINIENOGD.1411,1411,"LINESTRING (16.37868415678735 48.17322501823493, 16.378194822921262 48.17311610536462, 16.377773244350468 48.17308056680279, 16.37710434518639 48.17312428360638)","65A, 7A",2,Autobus,
OEFFLINIENOGD.1412,1412,"LINESTRING (16.372656199928663 48.17342138369136, 16.3725614285157 48.17322098526676, 16.37182383498069 48.17147587965746)","65A, 7A",2,Autobus,
OEFFLINIENOGD.1413,1413,"LINESTRING (16.392933199059478 48.157138977351806, 16.392580494041812 48.157040477320656, 16.392244202110284 48.15696565642449, 16.391795873500335 48.156920050468024, 16.39136632754675 48.15697024879453, 16.390843414075785 48.1570454841196, 16.388914240998055 48.15794204303683, 16.386904248310564 48.15903023348327, 16.384894127099997 48.16007256440379, 16.384838321370257 48.16031837189852, 16.384738843013867 48.16047255032657, 16.384446338188432 48.16062264441659, 16.384259702567807 48.1607935217788, 16.38407309546744 48.16099772601196, 16.38393625399254 48.16115191932943, 16.383724653848667 48.16126448407191, 16.383500523170113 48.16129373832099, 16.383349975917593 48.16129107810716)",15A,2,Autobus,
OEFFLINIENOGD.1414,1414,"LINESTRING (16.382048245157957 48.152932489543204, 16.381920614975726 48.154245224191456, 16.382244959740913 48.15424266253031)","19A, 67E",2,Autobus,
OEFFLINIENOGD.1415,1415,"LINESTRING (16.352459809004856 48.14057731047719, 16.352491607536418 48.13995626213335, 16.3524221571724 48.139560089081094, 16.352278073010137 48.139231741286636)",67A,2,Autobus,
OEFFLINIENOGD.1416,1416,"LINESTRING (16.324129961524644 48.161631015793304, 16.32531442160388 48.16143002818673, 16.3264226041759 48.1612320221512, 16.32825759600183 48.16087197344662, 16.330052188530534 48.16048487939428, 16.330805912626175 48.16028981396364)",16A,2,Autobus,
OEFFLINIENOGD.1417,1417,"LINESTRING (16.33289672876124 48.157156252819725, 16.335000651764197 48.15872311080019, 16.33508348997665 48.158792810152626)","16A, 65A",2,Autobus,
OEFFLINIENOGD.1252,1252,"LINESTRING (16.50496136420044 48.233748572310276, 16.505411564913132 48.23375362070959, 16.50566795938404 48.23374182147687, 16.50595850056573 48.23371664608162, 16.507094876049322 48.23357219511459, 16.50796645043575 48.23348333174051, 16.508584543470263 48.23342529947174, 16.509162770733692 48.233374937501125, 16.50931656463598 48.23335567096521, 16.509481710730274 48.23332306106364, 16.509624018234312 48.23327716116524, 16.509760690583153 48.23325030538706, 16.509880325515212 48.23324060714022, 16.509982910255584 48.23324425880109, 16.51023090338777 48.23327624341187, 16.510404770906394 48.233295015675985, 16.510578567341916 48.23329284815391, 16.510928950115 48.2332713770427, 16.51230766151813 48.23317790150954, 16.512694991253255 48.23312971809526, 16.51367178491739 48.23298735010784, 16.514534611509372 48.232847054633766, 16.515126820799786 48.232724306411, 16.515442861122988 48.23266099665373, 16.516080566572832 48.23251342698809, 16.51680653132001 48.23234858222709, 16.51737017681775 48.23220873539772, 16.517666226227828 48.23213402975234, 16.517805660003113 48.232084316557106, 16.517882391540166 48.232028992621316, 16.517913470017874 48.23195470506397, 16.517901742496896 48.23186144941852, 16.517861538053978 48.23177204560106, 16.517697633643134 48.23134781293548, 16.51764857282282 48.23117085946883, 16.517645406727826 48.23108139796026, 16.51926638313244 48.23103314122671, 16.52028840188584 48.231001750706184)","89A, 99A, 99B",2,Autobus,
OEFFLINIENOGD.1253,1253,"LINESTRING (16.52028840188584 48.231001750706184, 16.52087777873666 48.23247605824033, 16.5220498754945 48.23552461016318, 16.52547698961197 48.23572840605627, 16.528831980602682 48.235887761369554)",89A,2,Autobus,
OEFFLINIENOGD.1254,1254,"LINESTRING (16.47903673269929 48.238111297699135, 16.478897204578207 48.23789018339879, 16.478923481529232 48.23773310816255, 16.479035012110057 48.23749383580907)","95A, 95B",2,Autobus,
OEFFLINIENOGD.1255,1255,"LINESTRING (16.50449713299052 48.23832511169289, 16.50447530874477 48.23818713683291)",95A,2,Autobus,
OEFFLINIENOGD.1256,1256,"LINESTRING (16.50442493705614 48.237934815604234, 16.503947620202876 48.23554372610882)",95A,2,Autobus,
OEFFLINIENOGD.1257,1257,"LINESTRING (16.503947620202876 48.23554372610882, 16.504477043554235 48.23549276830979, 16.504519338455037 48.23535707813447, 16.50432661679879 48.235238388321854, 16.504077355449933 48.2352554090404, 16.503947620202876 48.23554372610882)",95A,2,Autobus,
OEFFLINIENOGD.1258,1258,"LINESTRING (16.522688506416337 48.230926496725736, 16.52028840188584 48.231001750706184)","99A, 99B",2,Autobus,
OEFFLINIENOGD.1259,1259,"LINESTRING (16.522688506416337 48.230926496725736, 16.526849158040697 48.23079225193006, 16.533472509665863 48.23058119752399, 16.537180805237718 48.23046737160384)","99A, 99B",2,Autobus,
OEFFLINIENOGD.1260,1260,"LINESTRING (16.491566546953592 48.24046071004091, 16.491058614765805 48.23975850994111, 16.49094421440338 48.23962065732104, 16.490172059007573 48.23988581235498, 16.48996557706699 48.23992415955373, 16.489762601355018 48.23994346683464, 16.48952036416046 48.23993665166116, 16.489338616660852 48.23990834091028, 16.489156840961147 48.23987051247976, 16.488786160213525 48.23979248374473)","95A, 97A",2,Autobus,
OEFFLINIENOGD.1261,1261,"LINESTRING (16.484461648397307 48.23881949360536, 16.488786160213525 48.23979248374473)",97A,2,Autobus,
OEFFLINIENOGD.1262,1262,"LINESTRING (16.50447530874477 48.23818713683291, 16.50442493705614 48.237934815604234)",95A,2,Autobus,
OEFFLINIENOGD.1263,1263,"LINESTRING (16.480178736567602 48.25143573125316, 16.479355469330827 48.25059410826279)",86A,2,Autobus,
OEFFLINIENOGD.1264,1264,"LINESTRING (16.483002426095027 48.25145577143061, 16.481404111989804 48.249741700191365)",85A,2,Autobus,
OEFFLINIENOGD.1265,1265,"LINESTRING (16.403361444181968 48.21775065319575, 16.403499298723037 48.2176643180852, 16.404006334040538 48.21741417776268, 16.404237601726003 48.2172920935459, 16.40448215926137 48.21712538766652, 16.40478007023034 48.21691998237329, 16.40496677690215 48.216759258098485, 16.405144492846997 48.21653310375564, 16.405335434349805 48.21621473783739, 16.405410782619864 48.21598567066423, 16.405370495432223 48.215813185363416, 16.40525011778832 48.21565264533485, 16.40510820537958 48.21549504448874, 16.405757151641513 48.215159626849044, 16.405833926984908 48.215066305848374, 16.405870686386958 48.21487021720359, 16.405816436831525 48.21477126504213, 16.405394394482904 48.21439651966721, 16.40515487045405 48.2141910800625, 16.40732359896991 48.21304952477583, 16.408426490757872 48.21251488787592, 16.40878904250976 48.21210539334445, 16.409151566818792 48.21168162189581, 16.409478859677805 48.211519610873246, 16.40994151376326 48.21141461864479, 16.410361535287862 48.211371517949345, 16.410589398119118 48.21138564710754, 16.410817441192503 48.211523507361896, 16.4133197360321 48.21361576700981, 16.413704473657067 48.21377255101135, 16.414039262036944 48.213857984336904, 16.41452354344327 48.21391952062316, 16.414730123154236 48.21397648606038, 16.415129363302526 48.2142998169298, 16.41404793318367 48.21487876148216)",82A,2,Autobus,
OEFFLINIENOGD.1266,1266,"LINESTRING (16.295004237091025 48.147520871066604, 16.294218916732287 48.14763460912344, 16.29401890976517 48.147629579060926, 16.29376710053529 48.147560082013214)","58A, 66A",2,Autobus,
OEFFLINIENOGD.1267,1267,"LINESTRING (16.41404793318367 48.21487876148216, 16.413820091744167 48.214889623088666, 16.41366530809082 48.2149480240903, 16.413350477774813 48.21511717733018, 16.41324200362204 48.21519339265485, 16.413210102957734 48.21528740165277, 16.413223645539087 48.21541918472009)",82A,2,Autobus,
OEFFLINIENOGD.1268,1268,"LINESTRING (16.4062844846114 48.217922975514064, 16.403566057241353 48.217924603976016)",82A,2,Autobus,
OEFFLINIENOGD.1269,1269,"LINESTRING (16.413223645539087 48.21541918472009, 16.41081773844824 48.21722056036408, 16.40991083439783 48.21792070310535)",82A,2,Autobus,
OEFFLINIENOGD.1270,1270,"LINESTRING (16.4062844846114 48.217922975514064, 16.40991083439783 48.21792070310535)",82A,2,Autobus,
OEFFLINIENOGD.1271,1271,"LINESTRING (16.392933199059478 48.157138977351806, 16.392574754632182 48.15781254407071, 16.392447201957296 48.15824567067516, 16.392334533241783 48.159283175202475, 16.392342672114356 48.16022068191603, 16.392500849242584 48.16176250001621)","68A, 68B",2,Autobus,
OEFFLINIENOGD.1272,1272,"LINESTRING (16.397650967017373 48.194034135381436, 16.396063270285335 48.192825180113154, 16.394985741426225 48.19194533901931)",77A,2,Autobus,
OEFFLINIENOGD.1273,1273,"LINESTRING (16.375241303987014 48.200291599294104, 16.375794311093276 48.20044360659531, 16.37600434259615 48.2004887434593, 16.376267726944633 48.20048627202872, 16.376484799381206 48.200431467836054, 16.376666213380773 48.20029339620282)",4A,2,Autobus,
OEFFLINIENOGD.1274,1274,"LINESTRING (16.376666213380773 48.20029339620282, 16.376459805194372 48.20032916020799, 16.375381803524412 48.20005744599438)",4A,2,Autobus,
OEFFLINIENOGD.1275,1275,"LINESTRING (16.394985741426225 48.19194533901931, 16.394407752567968 48.19220737383601, 16.39398092737084 48.19240092107199, 16.392042287436052 48.19319007636193, 16.390623699518354 48.193633931740706, 16.388542296873005 48.194119715332995, 16.386540898045034 48.19457270793329)",77A,2,Autobus,
OEFFLINIENOGD.1276,1276,"LINESTRING (16.295004237091025 48.147520871066604, 16.295110089823687 48.14760832073457, 16.295232484796433 48.14795457827445, 16.295423677621752 48.148982578723036, 16.295412887185403 48.14913962079093, 16.296003797301566 48.15095596127987, 16.29604981262092 48.15122723762358, 16.293898126161217 48.151699982993094, 16.29373807709823 48.151740375894356, 16.29308715765932 48.15196618375557, 16.29260688816137 48.15222774592361, 16.29220834356596 48.152555961182216, 16.291966465120023 48.15290820228734)",58A,2,Autobus,
OEFFLINIENOGD.1277,1277,"LINESTRING (16.290438653525737 48.153090350158934, 16.291966465120023 48.15290820228734)","56A, 56B, 58A",2,Autobus,
OEFFLINIENOGD.1278,1278,"LINESTRING (16.3770814016063 48.239234484372666, 16.378339976108407 48.238092415347474, 16.379620041009385 48.23696058893503)",37A,2,Autobus,
OEFFLINIENOGD.1279,1279,"LINESTRING (16.37033209508976 48.23616371227747, 16.37030628074478 48.23606663639939, 16.370297302404275 48.23595659009991, 16.37022133243736 48.23553128783197, 16.370167605110193 48.23507623678892, 16.370144972471582 48.234517075526774, 16.370126824866677 48.23400550095825, 16.370148826657385 48.23361586138341, 16.370175191280257 48.23309535144074, 16.37026394418084 48.23266702595187, 16.370517050275634 48.23169732894778, 16.37062362272659 48.2312957667166, 16.370938847825432 48.230043490711246, 16.37109891953448 48.22976980676632, 16.371169879334012 48.22938015177346, 16.37109848491452 48.22913330635783, 16.37035818818752 48.227134798478374, 16.37009179680826 48.22643425117859)",5B,2,Autobus,
OEFFLINIENOGD.1280,1280,"LINESTRING (16.439329836828545 48.19282862954767, 16.43898831163252 48.192886043590114, 16.43864655901684 48.19282924135168, 16.438471706216042 48.192721442858414)",77A,2,Autobus,
OEFFLINIENOGD.1281,1281,"LINESTRING (16.398410395161864 48.15230909337559, 16.397835381221146 48.15238794116741, 16.397037480831784 48.15256507772846, 16.39681455357155 48.15262802633227)",68A,2,Autobus,
OEFFLINIENOGD.1282,1282,"LINESTRING (16.39681455357155 48.15262802633227, 16.396801621046922 48.152272159780004, 16.39661425468736 48.15169404652478, 16.396212964476668 48.150623494603, 16.396164656332065 48.15036296781413, 16.396196342231494 48.15009169087982, 16.396930405262196 48.14841377540061, 16.39720156656078 48.14769978871072, 16.39733944581363 48.1470358417594, 16.39739707882299 48.14616849245946, 16.397418101290672 48.14590792897221, 16.3975137934023 48.14565089409862, 16.397630935485008 48.145493786323186)",68B,2,Autobus,
OEFFLINIENOGD.1283,1283,"LINESTRING (16.402601425361205 48.14199610827713, 16.403279378546568 48.14185073665988, 16.403864413969472 48.141734036116425, 16.4039157653734 48.14185274141121, 16.403869704125004 48.14197174251884, 16.40365651287659 48.14206466798018, 16.402956314911464 48.14220546729375, 16.402799834791203 48.14216748611278)","67E, 68B",2,Autobus,
OEFFLINIENOGD.1284,1284,"LINESTRING (16.402601425361205 48.14199610827713, 16.402732232775612 48.14212707447012, 16.402799834791203 48.14216748611278)","67E, 68B",2,Autobus,
OEFFLINIENOGD.1285,1285,"LINESTRING (16.382422162089934 48.14978884912426, 16.382342745251776 48.15143732551673, 16.38228018838086 48.15232627385149, 16.38224944448139 48.15240662754381)","17A, 19A, 67E",2,Autobus,
OEFFLINIENOGD.1286,1286,"LINESTRING (16.38224944448139 48.15240662754381, 16.382048245157957 48.152932489543204)","17A, 19A, 67E",2,Autobus,
OEFFLINIENOGD.1287,1287,"LINESTRING (16.38224944448139 48.15240662754381, 16.382011904377332 48.152451706177, 16.381782188301752 48.15256310653346, 16.38175393885167 48.15278678834912, 16.38183083044396 48.15291752700773, 16.382048245157957 48.152932489543204)",17A,2,Autobus,
OEFFLINIENOGD.1288,1288,"LINESTRING (16.382244959740913 48.15424266253031, 16.382476609016045 48.154240831708464, 16.382698675061736 48.15403253789584, 16.383462987729338 48.15377048348069, 16.38496872639763 48.15326843228143, 16.385780290293233 48.15292899573601)","19A, 67E",2,Autobus,
OEFFLINIENOGD.1289,1289,"LINESTRING (16.383675300536204 48.14966886748552, 16.38345770901828 48.14971889165708, 16.382995533800305 48.14979998298545, 16.382422162089934 48.14978884912426)","19A, 67E",2,Autobus,
OEFFLINIENOGD.1290,1290,"LINESTRING (16.383675300536204 48.14966886748552, 16.38480939335518 48.15168465564545, 16.385780290293233 48.15292899573601)",67E,2,Autobus,
OEFFLINIENOGD.1291,1291,"LINESTRING (16.388866141434995 48.14636623347962, 16.38737395781137 48.14750905784675, 16.38594566867569 48.14860900354136)","19A, 67E",2,Autobus,
OEFFLINIENOGD.1292,1292,"LINESTRING (16.397630935485008 48.145493786323186, 16.39789238366079 48.14559358373796, 16.39814303956882 48.145589879179425, 16.398382882781267 48.14546482737143, 16.39841996532977 48.145257792831806, 16.39841431188631 48.14499367416007, 16.39859526645491 48.14468662360738, 16.398957477407375 48.14432593491827, 16.39926100709817 48.143954569952015, 16.39947920889309 48.143586820708954, 16.399718625990516 48.14312625942514, 16.39989953389991 48.142794222511846, 16.400133944416947 48.14260206844152, 16.400400429152004 48.142473427168106, 16.40106507542404 48.14232552557936, 16.402601425361205 48.14199610827713)","67E, 68B",2,Autobus,
OEFFLINIENOGD.1293,1293,"LINESTRING (16.390650477342728 48.145856192458304, 16.392252253616935 48.14546479753134, 16.39336127911823 48.14521202541767, 16.394456179098153 48.14505442921344, 16.39552980581529 48.14495394089189, 16.396582153120086 48.14490104257145, 16.396952187570125 48.14512927723974, 16.397236860504098 48.14532900162661, 16.397630935485008 48.145493786323186)",67E,2,Autobus,
OEFFLINIENOGD.1294,1294,"LINESTRING (16.390650477342728 48.145856192458304, 16.389207304547842 48.14620427191994, 16.388866141434995 48.14636623347962)","19A, 67E",2,Autobus,
OEFFLINIENOGD.1295,1295,"LINESTRING (16.388866141434995 48.14636623347962, 16.388509857602195 48.14601860511397, 16.388291089062182 48.14591519754624, 16.388019103753443 48.14592602822727, 16.384942544648787 48.14669118937138, 16.38386013062234 48.14696290518137, 16.383705618527426 48.147130721768335, 16.383625821566483 48.14735204599576, 16.383584146447205 48.14842639590972, 16.38355307491714 48.149432926577504, 16.383675300536204 48.14966886748552)",67E,2,Autobus,
OEFFLINIENOGD.1296,1296,"LINESTRING (16.37403933772044 48.22169719732124, 16.37408056360103 48.221759338990275, 16.37517615420472 48.22262449422663, 16.375403326450325 48.22284748919248)","5A, 5B",2,Autobus,
OEFFLINIENOGD.1297,1297,"LINESTRING (16.375403326450325 48.22284748919248, 16.375336675436692 48.22299622727752, 16.375158753707787 48.223153926228655, 16.374300881760266 48.223778657114394)","5A, 5B",2,Autobus,
OEFFLINIENOGD.1298,1298,"LINESTRING (16.348799234012922 48.242862925983566, 16.347873954034718 48.24300424295685, 16.347398414374673 48.24307924315229, 16.346938907553575 48.24317565428533, 16.34645269203729 48.243322034483235, 16.345881005787902 48.243611186664616, 16.34521851681947 48.244128768533486, 16.344604099140923 48.2446035132393, 16.34400035342021 48.24504969983272, 16.343257672515833 48.2455708451598)",39A,2,Autobus,
OEFFLINIENOGD.1299,1299,"LINESTRING (16.342634666824555 48.25569394847522, 16.342492020192115 48.254724338152904)",38A,2,Autobus,
OEFFLINIENOGD.1300,1300,"LINESTRING (16.355285961975856 48.224762142523375, 16.354668075211862 48.22493275077761)",40A,2,Autobus,
OEFFLINIENOGD.1301,1301,"LINESTRING (16.353253606225877 48.23132373430383, 16.354298311239564 48.231737942985944)","35A, 37A",2,Autobus,
OEFFLINIENOGD.1302,1302,"LINESTRING (16.355706162547875 48.232690329003134, 16.3559611816791 48.23272960132817)",35A,2,Autobus,
OEFFLINIENOGD.1303,1303,"LINESTRING (16.365412881571867 48.21529018213516, 16.3668033661248 48.215923846680944)",3A,2,Autobus,
OEFFLINIENOGD.1304,1304,"LINESTRING (16.36279061842192 48.21681588008806, 16.364084830771326 48.215595010524325)",40A,2,Autobus,
OEFFLINIENOGD.1305,1305,"LINESTRING (16.453066546196432 48.22873100102291, 16.452867119102557 48.228520169732505, 16.45273310710681 48.228315079496916, 16.452621340747893 48.228104017579284, 16.452487155404704 48.227821594240524, 16.45239321549206 48.22761943703102, 16.45232173081505 48.227503511218444, 16.452111491659938 48.22705162994859, 16.451963917359905 48.22675137435597, 16.45192346529106 48.22657890583447, 16.45194983788041 48.22643016402901, 16.4520919032682 48.22626345950069, 16.45229636118177 48.226129409708946, 16.452952757033643 48.225678292554285)","86A, 87A, 95A, 96A",2,Autobus,
OEFFLINIENOGD.1306,1306,"LINESTRING (16.333234266274665 48.188068464769906, 16.333887124259004 48.18820489240424, 16.33431076725675 48.18834654353372, 16.33555979368955 48.189152455890074, 16.337232528490954 48.19020256328685, 16.337306017038458 48.19024171982403)",57A,2,Autobus,
OEFFLINIENOGD.1307,1307,"LINESTRING (16.337306017038458 48.19024171982403, 16.337700027797325 48.19045165403005, 16.337962166611316 48.19058709123573)",57A,2,Autobus,
OEFFLINIENOGD.1308,1308,"LINESTRING (16.335778551128172 48.18476402623681, 16.337517639501332 48.185617647626735, 16.339866132405923 48.18631358557413, 16.341640888832796 48.186842942429955, 16.342663948684237 48.187149243652705)",12A,2,Autobus,
OEFFLINIENOGD.1309,1309,"LINESTRING (16.342663948684237 48.187149243652705, 16.343316251173494 48.18731452916344)",12A,2,Autobus,
OEFFLINIENOGD.1310,1310,"LINESTRING (16.35201820807042 48.18793354648762, 16.349931973819306 48.18749361769469, 16.348953352825635 48.18722009349077, 16.348157115181237 48.18698818314547, 16.346275528303103 48.18641134707625, 16.34551490002572 48.18618536333543, 16.345368119497348 48.18617942721339, 16.34460397992793 48.18580448045067)",12A,2,Autobus,
OEFFLINIENOGD.1311,1311,"LINESTRING (16.34460397992793 48.18580448045067, 16.34404765337135 48.18553149645175)",12A,2,Autobus,
OEFFLINIENOGD.1312,1312,"LINESTRING (16.33857135135537 48.181517679865536, 16.33862236892885 48.18153521641269, 16.342386499281975 48.18284258380077, 16.34545628137845 48.18389784628631)",59A,2,Autobus,
OEFFLINIENOGD.1313,1313,"LINESTRING (16.34545628137845 48.18389784628631, 16.34608103441733 48.1841125946252)",59A,2,Autobus,
OEFFLINIENOGD.1314,1314,"LINESTRING (16.381359063411097 48.175044852726344, 16.380055440455777 48.17513009962761)","68A, 68B",2,Autobus,
OEFFLINIENOGD.1315,1315,"LINESTRING (16.358334912775767 48.18149260803495, 16.35830154599015 48.18152414472347, 16.356756892333326 48.182962100794995)",14A,2,Autobus,
OEFFLINIENOGD.1316,1316,"LINESTRING (16.359760303978067 48.18011856177601, 16.35951047122227 48.18030304600512, 16.358881754646834 48.18097193812469)",14A,2,Autobus,
OEFFLINIENOGD.1317,1317,"LINESTRING (16.397038717786053 48.175338875888926, 16.397103138816906 48.17566363844636)",69A,2,Autobus,
OEFFLINIENOGD.1318,1318,"LINESTRING (16.409986428066848 48.169944572670914, 16.408266556912217 48.171723913878346, 16.40788830941275 48.17215602308374, 16.40750483823088 48.172673795706324, 16.407206792010644 48.17323077591237, 16.406967421616226 48.17377700996841, 16.406765482503666 48.17438389778165, 16.406675271825407 48.1747515803096)",69A,2,Autobus,
OEFFLINIENOGD.1319,1319,"LINESTRING (16.416422232916492 48.17424366786034, 16.415403206092634 48.17521518511496)",76A,2,Autobus,
OEFFLINIENOGD.1320,1320,"LINESTRING (16.416422232916492 48.17424366786034, 16.416104348003994 48.17408558811601, 16.414981947355237 48.17332571760282)",15A,2,Autobus,
OEFFLINIENOGD.1321,1321,"LINESTRING (16.385962406947932 48.29072850546995, 16.38654331699928 48.291456925215435)",32A,2,Autobus,
OEFFLINIENOGD.1322,1322,"LINESTRING (16.38163721724079 48.28632972623431, 16.38314612096364 48.28738661407951, 16.383192512114586 48.28743956775026)",32A,2,Autobus,
OEFFLINIENOGD.1323,1323,"LINESTRING (16.391884485542832 48.26916730592278, 16.39259372419214 48.2675465713086, 16.393377685467268 48.26586154981765)",36A,2,Autobus,
OEFFLINIENOGD.1324,1324,"LINESTRING (16.437305113297345 48.243594515734166, 16.437756205506876 48.24400909086435, 16.438347274423727 48.24458724513478, 16.43929545045811 48.24559147061341)","22A, 94A",2,Autobus,
OEFFLINIENOGD.1325,1325,"LINESTRING (16.43929545045811 48.24559147061341, 16.44132722910966 48.24761511415144, 16.44287569528302 48.24915734346954, 16.443491777679355 48.249885470667415, 16.44352650576794 48.24994381520725)",22A,2,Autobus,
OEFFLINIENOGD.1326,1326,"LINESTRING (16.472024378024866 48.235929960629925, 16.46904921220197 48.23536432605357, 16.4679053971021 48.23516577005218, 16.46723140276372 48.234838178162676, 16.4671510838523 48.23481642453982)","22A, 95A, 95B",2,Autobus,
OEFFLINIENOGD.1327,1327,"LINESTRING (16.472024378024866 48.235929960629925, 16.47239310973053 48.233126450077286, 16.47216854392867 48.2330553330951, 16.471246982470845 48.232035640406686, 16.47007297244271 48.23047729176701, 16.469612551489565 48.229938991564055)","22A, 95B",2,Autobus,
OEFFLINIENOGD.1328,1328,"LINESTRING (16.46702294772349 48.234313150001164, 16.46719279622968 48.23418312876131, 16.468088113456684 48.23263249441414, 16.468930149160375 48.231156271360796, 16.469612551489565 48.229938991564055)",95B,2,Autobus,
OEFFLINIENOGD.1329,1329,"LINESTRING (16.475630403250737 48.2232320425654, 16.47534698880586 48.22287049447865)","22A, 84A, 93A, 97A, 98A",2,Autobus,
OEFFLINIENOGD.1330,1330,"LINESTRING (16.475851035449224 48.22351349680209, 16.475630403250737 48.2232320425654)","22A, 84A, 93A, 97A, 98A",2,Autobus,
OEFFLINIENOGD.1331,1331,"LINESTRING (16.475851035449224 48.22351349680209, 16.475627344207943 48.2235919361809, 16.475548973438972 48.22358013424833, 16.475088067730276 48.2230072466505, 16.47509148700077 48.222954894252005, 16.47534698880586 48.22287049447865)","22A, 84A, 97A",2,Autobus,
OEFFLINIENOGD.1332,1332,"LINESTRING (16.486985281936395 48.232639389489975, 16.48643576621084 48.23275577032273, 16.486145145835017 48.23291222243553)","85A, 95B",2,Autobus,
OEFFLINIENOGD.1333,1333,"LINESTRING (16.486145145835017 48.23291222243553, 16.486260081881024 48.232967602289385, 16.486682331582184 48.23319134242048, 16.486607610126505 48.23321571007538, 16.486152112912748 48.233189199384206, 16.485925803036945 48.23317234378061, 16.485771861999318 48.23314399111603, 16.485690459536656 48.2330755684529, 16.48566241819395 48.23298566274218, 16.48571557785916 48.23289565045632, 16.4858179949809 48.23284269318523, 16.48598898163805 48.23285389162833, 16.486145145835017 48.23291222243553)","85A, 95B",2,Autobus,
OEFFLINIENOGD.1334,1334,"LINESTRING (16.481404111989804 48.249741700191365, 16.481375959437052 48.24971150721901, 16.47904973030664 48.247230294676385)",85A,2,Autobus,
OEFFLINIENOGD.1335,1335,"LINESTRING (16.480713845467022 48.24286969387727, 16.480761839036365 48.24292327927686, 16.483179679209027 48.24550012757284)",85A,2,Autobus,
OEFFLINIENOGD.1336,1336,"LINESTRING (16.483179679209027 48.24550012757284, 16.47904973030664 48.247230294676385)",85A,2,Autobus,
OEFFLINIENOGD.1337,1337,"LINESTRING (16.40298193701191 48.256173657696436, 16.401944782030352 48.25664716796332, 16.401312689648297 48.25693900924251)","28A, 29A",2,Autobus,
OEFFLINIENOGD.1338,1338,"LINESTRING (16.430306535365848 48.25128532019423, 16.429904827659367 48.25135753790002, 16.42877036280039 48.25171394511368, 16.428005521485108 48.25196725488103)",27A,2,Autobus,
