FID,OBJECTID,SHAPE,GARAGE_ID,BETREIBER,BEZEICHNUNG,PLZ,ORT,ADRESSE,WEBLINK_BETR_DE,WEBLINK_BETR_EN,WEBLINK_WK_DE,WEBLINK_WK_EN,LONGITUDE,LATITUDE,PARK_AND_RIDE,BEHINDERTENPARKPL,SE_ANNO_CAD_DATA
GARAGENOGD.376614,376614,POINT (16.30511178442057 48.11475903852271),1399,Amt der NÖ Landesregierung,P+R Laa a. d. Thaya,2136,Laa/Thaya,Bahnhof Laa/Thaya,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.parken.at/garage/1399/,http://www.parken.at/en/garage/1399/,16.3051204,48.1147645,Y,N,
GARAGENOGD.376615,376615,POINT (16.350188532628124 48.307990488224284),1401,Amt der NÖ Landesregierung,P+R Langenzersdorf,2100,Langenzersdorf,Doktor-Gustav-Stelzmüller-Straße,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.parken.at/garage/1401/,http://www.parken.at/en/garage/1401/,16.3501971,48.3079969,Y,N,
GARAGENOGD.376616,376616,POINT (16.420001076799675 48.29746749574283),1402,Amt der NÖ Landesregierung,P+R Bisamberg,1210,Bisamberg,Bahnhof,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.parken.at/garage/1402/,http://www.parken.at/en/garage/1402/,16.42001,48.2974739,Y,N,
GARAGENOGD.376617,376617,POINT (16.34689435510433 48.16890395440636),125,WIPARK Garagen GmbH,Garage Vienna Twin Tower,1100,Wien,Wienerbergstrasse 11,http://wipark.com,http://wipark.com,http://www.parken.at/garage/125/,http://www.parken.at/en/garage/125/,16.3469031,48.1689097,N,Y,
GARAGENOGD.376618,376618,POINT (16.385382275835532 48.174664703109514),126,Parken Plus Betreiber GmbH,Tiefgarage Quellenstraße,1100,Wien,Quellenstraße 24b,http://www.parkenplus.at/shop/shop.php?detail=1280495959,http://www.parkenplus.at/shop/shop.php?detail=1280495959,http://www.parken.at/garage/126/,http://www.parken.at/en/garage/126/,16.3853912,48.1746705,N,N,
GARAGENOGD.376619,376619,POINT (16.34449016797516 48.16969385225015),128,WIPARK Garagen GmbH,Gesundheitszentrum Süd,1100,Wien,Wienerbergstraße 13-19,http://wipark.com,http://wipark.com,http://www.parken.at/garage/128/,http://www.parken.at/en/garage/128/,16.3444989,48.1696996,N,N,
GARAGENOGD.376620,376620,POINT (16.411973366419193 48.179114418496205),130,BOE Gebäudemanagement GmbH,Garage City Center Simmering,1110,Wien,Rinnböckstrasse 56-58,http://www.boe-parking.at/,http://www.boe-parking.at/,http://www.parken.at/garage/130/,http://www.parken.at/en/garage/130/,16.411982415081,48.179120252864,N,Y,
GARAGENOGD.376621,376621,POINT (16.337175844728836 48.34215253388407),1161,Korneuburger Ligenschaftsfonds,Parkplatz,2100,Korneuburg,Bisamberger Strasse 24-26,,,http://www.parken.at/garage/1161/,http://www.parken.at/en/garage/1161/,16.3371843,48.3421591,N,Y,
GARAGENOGD.376622,376622,POINT (16.346913181399728 48.18750306524512),3211,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage Am Hundsturm 1,1050,Wien,Am Hundsturm 1,http://bestinparking.at/garage/wien/am-hundsturm-1,http://bestinparking.at/garage/wien/am-hundsturm-1,http://www.parken.at/garage/3211/,http://www.parken.at/en/garage/3211/,16.3469219,48.1875089,N,N,
GARAGENOGD.376623,376623,POINT (16.343633909792324 48.17408768052363),141,Optimus Parkhausverwaltung GmbH & Co KG,Garage UKH Meidling,1120,Wien,Kerschensteinergasse 2,http://www.contipark.at,http://www.contipark.at,http://www.parken.at/garage/141/,http://www.parken.at/en/garage/141/,16.343642631213,48.174093449047,N,Y,
GARAGENOGD.376624,376624,POINT (16.327536365802068 48.18009211320768),142,Parken plus Betreiber GmbH,Tiefgarage Füchselhofpark,1120,Wien,Tivoligasse 12,http://www.parkenplus.at/shop/shop.php?detail=1280495974,http://www.parkenplus.at/shop/shop.php?detail=1280495974,http://www.parken.at/garage/142/,http://www.parken.at/en/garage/142/,16.327545,48.1800979,N,N,
GARAGENOGD.376625,376625,POINT (16.326048465960056 48.183249516061665),143,ÖPARK Garagen GmbH,Parkplatz Schönbrunner Schlossstraße,1120,Wien,Schönbrunner Schlossstrasse 10,http://www.contipark.at,http://www.contipark.at,http://www.parken.at/garage/143/,http://www.parken.at/en/garage/143/,16.3260570885,48.183255317374,N,N,
GARAGENOGD.376626,376626,POINT (16.331525739809802 48.17517543400544),147,BOE Gebäudemanagement GmbH,Parkgarage Arcade Meidling,1120,Wien,Vivenotgasse 66,http://www.boe-parking.at/,http://www.boe-parking.at/,http://www.parken.at/garage/147/,http://www.parken.at/en/garage/147/,16.3315344,48.1751812,N,N,
GARAGENOGD.376560,376560,POINT (16.33234926119013 48.19393684348111),325,WIPARK Garagen GmbH,Viktoriagasse,1150,Wien,Viktoriagasse 4,http://www.wipark.at/,http://www.wipark.at/,http://www.parken.at/garage/325/,http://www.parken.at/en/garage/325/,16.3323579,48.1939427,N,N,
GARAGENOGD.376561,376561,POINT (16.333921374725623 48.209304069685906),326,WIPARK Garagen GmbH,Hofferplatz,1160,Wien,Hofferplatz,http://www.wipark.at/,http://www.wipark.at/,http://www.parken.at/garage/326/,http://www.parken.at/en/garage/326/,16.33393,48.20931,N,N,
GARAGENOGD.376562,376562,POINT (16.35128575300371 48.182255487459926),71,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Tiefgarage Matteottihof,1050,Wien,Fendigasse 33,http://bestinparking.at/garage/wien/fendigasse-33/wien,http://bestinparking.at/garage/wien/fendigasse-33/wien,http://www.parken.at/garage/71/,http://www.parken.at/en/garage/71/,16.3512945,48.1822613,N,N,
GARAGENOGD.376563,376563,POINT (16.333918191330614 48.22080571509558),327,WIPARK Garagen GmbH,Dornerplatz,1170,Wien,Dornerplatz,http://www.wipark.at/,http://www.wipark.at/,http://www.parken.at/garage/327/,http://www.parken.at/en/garage/327/,16.3339268,48.2208117,N,N,
GARAGENOGD.376564,376564,POINT (16.278878643405093 48.13737864753856),328,WIPARK Garagen GmbH,Riverside/EKZ Liesing,1230,Wien,Breitenfurter Straße 372,http://www.wipark.at/,http://www.wipark.at/,http://www.parken.at/garage/328/,http://www.parken.at/en/garage/328/,16.2788871,48.1373842,N,Y,
GARAGENOGD.376565,376565,POINT (16.359779690211635 48.239529809561915),330,PremiaFITFacility und IT Management und Service GmbH,Parkgarage DöbLink,1190,Wien,Heiligenstädterstrasse 46-48,http://www.premiafit.at/,,http://www.parken.at/garage/330/,http://www.parken.at/en/garage/330/,16.3597884,48.2395359,N,Y,
GARAGENOGD.376566,376566,POINT (16.282784879616997 48.10442350242358),1355,Amt der NÖ Landesregierung,P+R Brunn Maria Enzersdorf,2340,Maria Enzersdorf,Fürst-Johannes-Straße,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.parken.at/garage/1355/,http://www.parken.at/en/garage/1355/,16.2827934,48.1044289,Y,N,
GARAGENOGD.376567,376567,POINT (16.355896752631217 48.198730806531714),78,WIPARK Garagen GmbH,Parkhaus Windmühlgasse,1060,Wien,Windmühlgasse 22-24,http://wipark.com,http://wipark.com,http://www.parken.at/garage/78/,http://www.parken.at/en/garage/78/,16.3559055,48.1987367,N,Y,
GARAGENOGD.376568,376568,POINT (16.352165961420184 48.19195524070612),79,Parkhaus ELBL,Mollardgasse 21,1060,Wien,Mollardgasse 21,,,http://www.parken.at/garage/79/,http://www.parken.at/en/garage/79/,16.3521747,48.1919611,N,N,
GARAGENOGD.376569,376569,POINT (16.358467525586438 48.20129209094211),335,Parkhaus Elbl,Leiner Garage,1070,Wien,Mariahilferstraße 18 / Einfahrt Karl-Schweighofer-Gasse,http://www.parkhaus-elbl.at,http://www.parkhaus-elbl.at,http://www.parken.at/garage/335/,http://www.parken.at/en/garage/335/,16.358476281166,48.201297998228,N,N,
GARAGENOGD.376570,376570,POINT (16.36319326685039 48.234525931479425),1615,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage Treustraße,1200,Wien,Treustraße 94,http://bestinparking.at/garage/wien/treustrasse-94/wien,http://bestinparking.at/garage/wien/treustrasse-94/wien,http://www.parken.at/garage/1615/,http://www.parken.at/en/garage/1615/,16.363202,48.234532,N,N,
GARAGENOGD.376571,376571,POINT (16.356032138004053 48.23505393444762),336,Parkhaus Elbl,Skyline Garage,1190,Wien,Döblinger Gürtel / Einfahrt gegenüber Nr. 28,http://www.parkhaus-elbl.at,http://www.parkhaus-elbl.at,http://www.parken.at/garage/336/,http://www.parken.at/en/garage/336/,16.356040835381,48.235060001354,N,N,
GARAGENOGD.376572,376572,POINT (16.33853252941044 48.192151648640404),81,Hotel IBIS,Parkhaus Mariahilf im Hotel Ibis,1060,Wien,Mariahilfer Gürtel,,,http://www.parken.at/garage/81/,http://www.parken.at/en/garage/81/,16.3385412,48.1921575,N,Y,
GARAGENOGD.376573,376573,POINT (16.414530824707686 48.23038438767686),337,Parkhaus Elbl,Garage Reichsbrücke,1220,Wien,Wagramerstraße 2,http://www.parkhaus-elbl.at,http://www.parkhaus-elbl.at,http://www.parken.at/garage/337/,http://www.parken.at/en/garage/337/,16.414539813995,48.230390468408,N,N,
GARAGENOGD.376574,376574,POINT (16.611435894632844 48.11818593328808),1361,Gemeinde Fischamend,P+R Fischamend Bahnhof,2401,Fischamend,Gregerstraße 1,,,http://www.parken.at/garage/1361/,http://www.parken.at/en/garage/1361/,16.611446,48.1181916,Y,N,
GARAGENOGD.376575,376575,POINT (16.345501785913406 48.198056213384),338,Parkhaus Elbl,Garage Zieglergasse,1070,Wien,Zieglergasse 8,http://www.parkhaus-elbl.at,http://www.parkhaus-elbl.at,http://www.parken.at/garage/338/,http://www.parken.at/en/garage/338/,16.345510482788,48.198062097305,N,N,
GARAGENOGD.376576,376576,POINT (16.38207615476896 48.1583508013776),339,Parkhaus Elbl,Parkplatz FH Campus Wien,1100,Wien,Favoritenstraße 226,http://www.parkhaus-elbl.at,http://www.parkhaus-elbl.at,http://www.parken.at/garage/339/,http://www.parken.at/en/garage/339/,16.382085084915,48.158356518119,N,N,
GARAGENOGD.376577,376577,POINT (16.319025332578125 48.19780940856612),340,BOE Gebäudemanagement GmbH,Meiselmarkt-Garage,1150,Wien,Johnstrasse 42,http://www.boe-parking.at/,http://www.boe-parking.at/,http://www.parken.at/garage/340/,http://www.parken.at/en/garage/340/,16.319033900581,48.19781527441,N,N,
GARAGENOGD.376578,376578,POINT (16.342374417768198 48.197986218054815),85,Kurt Weber,Apollo-Garage,1070,Wien,Apollogasse 11-13,,,http://www.parken.at/garage/85/,http://www.parken.at/en/garage/85/,16.3423831,48.1979921,N,Y,
GARAGENOGD.376579,376579,POINT (16.362818115231768 48.18446399967365),341,BOE Gebäudemanagement GmbH,Klieberpark,1050,Wien,Kliebergasse,http://www.boe-parking.at/,http://www.boe-parking.at/,http://www.parken.at/garage/341/,http://www.parken.at/en/garage/341/,16.362826915865,48.184469829699,N,N,
GARAGENOGD.376580,376580,POINT (16.6010053132608 48.313900006285806),1365,Amt der NÖ Landesregierung,P+R Helmahof,2232,Helmahof,Im Föhrenhölzl,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.parken.at/garage/1365/,http://www.parken.at/en/garage/1365/,16.6010151,48.3139066,Y,N,
GARAGENOGD.376581,376581,POINT (16.306455524505463 48.22029103442685),86,Contpark International Austria GmbH,Interspar Garage Ottakring,1160,Wien,Sandleitengasse 41,http://www.contipark.at,http://www.contipark.at,http://www.parken.at/garage/86/,http://www.parken.at/en/garage/86/,16.306464,48.220297,N,Y,
GARAGENOGD.376582,376582,POINT (16.352665024248143 48.193333308549924),342,BOE Gebäudemanagement GmbH,Hofmühlgasse,1060,Wien,Hofmühlgasse,http://www.boe-parking.at/,http://www.boe-parking.at/,http://www.parken.at/garage/342/,http://www.parken.at/en/garage/342/,16.352673762667,48.193339174543,N,N,
GARAGENOGD.376583,376583,POINT (16.334580793656183 48.205568638413574),343,BOE Gebäudemanagement GmbH,Ludo Hartmann Platz,1160,Wien,Ludo Hartmann Platz,http://www.boe-parking.at,http://www.boe-parking.at,http://www.parken.at/garage/343/,http://www.parken.at/en/garage/343/,16.334589426442,48.205574551159,N,N,
GARAGENOGD.376584,376584,POINT (16.340421232226852 48.20130130411451),88,Ing. Richard Lugner,Lugner-Garagen,1070,Wien,Kaiserstraße 45,http://www.lugner.at/,http://www.lugner.at/,http://www.parken.at/garage/88/,http://www.parken.at/en/garage/88/,16.3404299,48.2013072,N,N,
GARAGENOGD.376585,376585,POINT (16.329907525296218 48.21585111324863),344,BOE Gebäudemanagement GmbH,Parhamerplatz,1170,Wien,Parhamerplatz,http://www.boe-parking.at/,http://www.boe-parking.at/,http://www.parken.at/garage/344/,http://www.parken.at/en/garage/344/,16.329916120885,48.215857071997,N,N,
GARAGENOGD.376586,376586,POINT (16.341444830467545 48.20358919194535),89,Ing. Richard Lugner,Lugner Garagen,1070,Wien,Halbgasse 3-5,http://www.lugner.at/,http://www.lugner.at/,http://www.parken.at/garage/89/,http://www.parken.at/en/garage/89/,16.3414535,48.2035951,N,N,
GARAGENOGD.376587,376587,POINT (16.48105499196913 48.235176655601386),346,WIPARK Garagen GmbH,Star 22,1220,Wien,Adelheid-Popp-Gasse,http://www.wipark.at,http://www.wipark.at,http://www.parken.at/garage/346/,http://www.parken.at/en/garage/346/,16.4810643,48.2351828,N,N,
GARAGENOGD.376588,376588,POINT (16.3434732253425 48.20710627442098),91,Gabriele Altenburger,Brillantengrund-Garage,1070,Wien,Schottenfeldgasse 94,,,http://www.parken.at/garage/91/,http://www.parken.at/en/garage/91/,16.3434819,48.2071122,N,N,
GARAGENOGD.376589,376589,POINT (16.323286583385133 48.216999547165955),347,WIPARK Garagen GmbH,Geblergasse,1170,Wien,Geblergasse 107,http://www.wipark.at,http://www.wipark.at,http://www.parken.at/garage/347/,http://www.parken.at/en/garage/347/,16.323295145524,48.217005507537,N,N,
GARAGENOGD.376590,376590,POINT (16.286901588781838 48.197985152846925),348,WIPARK Garagen GmbH,Geriatriezentrum Baumgarten,1140,Wien,Seckendorfstraße 1,http://www.wipark.at,http://www.wipark.at,http://www.parken.at/garage/348/,http://www.parken.at/en/garage/348/,16.28691,48.197991,N,N,
GARAGENOGD.376591,376591,POINT (16.34891119304606 48.20263079176369),93,www.parkhaus-elbl.at,Neubau-Garage,1070,Wien,Neubaugasse 47,http://www.parkhaus-elbl.at,http://www.parkhaus-elbl.at,http://www.parken.at/garage/93/,http://www.parken.at/en/garage/93/,16.3489199,48.2026367,N,N,
GARAGENOGD.376592,376592,POINT (16.31028947755266 48.19942913131259),349,WIPARK Garagen GmbH,Garage Karree Breitensee,1140,Wien,Hütteldorfer Strasse 112,http://www.wipark.at,http://www.wipark.at,http://www.parken.at/garage/349/,http://www.parken.at/en/garage/349/,16.310298,48.199435,N,N,
GARAGENOGD.376593,376593,POINT (16.20678267265997 48.334334851968066),1373,Amt der NÖ Landesregierung,P+R St. Andrä-Wördern,3413,St. Andrä-Wördern,Ziegelofengasse,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.parken.at/garage/1373/,http://www.parken.at/en/garage/1373/,16.2067905,48.3343413,Y,N,
GARAGENOGD.376594,376594,POINT (16.355214559149427 48.20109069577143),94,WIPARK Garagen GmbH,Parkhaus Stiftgasse,1070,Wien,Stiftgasse 5-9,http://wipark.com,http://wipark.com,http://www.parken.at/garage/94/,http://www.parken.at/en/garage/94/,16.3552233,48.2010966,N,Y,
GARAGENOGD.376595,376595,POINT (16.40903111920348 48.19562725293789),350,WIPARK Garagen GmbH,Garage Town Town,1030,Wien,Schnirchgasse 12,http://www.wipark.at,http://www.wipark.at,http://www.parken.at/garage/350/,http://www.parken.at/en/garage/350/,16.409040130394,48.195633164561,N,N,
GARAGENOGD.376596,376596,POINT (16.633020163844442 48.31972475975604),1374,Amt der NÖ Landesregierung,P+R Strasshof,2620,Strasshof,Bauernfeldstraße,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.parken.at/garage/1374/,http://www.parken.at/en/garage/1374/,16.6330301,48.3197314,Y,N,
GARAGENOGD.376597,376597,POINT (16.359531266615157 48.2037792508604),95,Contipark Int. Austria GmbH,Garage Am Museumsquartier,1070,Wien,Museumsplatz 1,http://www.contipark.at,http://www.contipark.at,http://www.parken.at/garage/95/,http://www.parken.at/en/garage/95/,16.359540024606,48.203785171234,N,Y,
GARAGENOGD.376598,376598,POINT (16.40479612256114 48.27702890244329),351,PARKHAUS ELBL Betriebsgesellschaft m.b.H.,Garage Am Spitz,1210,Wien,Franz Jonas Platz 3,http://www.parkhaus-elbl.at/index.php?option=com_content&view=category&layout=blog&id=64&Itemid=66,http://www.parkhaus-elbl.at/index.php?option=com_content&view=category&layout=blog&id=64&Itemid=66,http://www.parken.at/garage/351/,http://www.parken.at/en/garage/351/,16.404805,48.2770352,N,N,
GARAGENOGD.376599,376599,POINT (16.09290912271024 48.1868652279622),1376,Amt der NÖ Landesregierung,P+R Tullnerbach-Pressbaum,3013,Tullnerbach-Pressbaum,Egerer Straße,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.parken.at/garage/1376/,http://www.parken.at/en/garage/1376/,16.0929166,48.1868709,Y,N,
GARAGENOGD.376481,376481,POINT (16.374899034110282 48.21296164146856),1,BOE Gebäudemanagement GmbH,Tiefgarage Franz-Josefs-Kai,1010,Wien,Morzinplatz 1,http://www.boe-parking.at/,http://www.boe-parking.at/,http://www.parken.at/garage/1/,http://www.parken.at/en/garage/1/,16.374907853442,48.212967615189,N,Y,
GARAGENOGD.376482,376482,POINT (16.315079521419108 48.20675279339675),257,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage Rohrauer Park,1150,Wien,Gablenzgasse 107a,http://bestinparking.at/garage/wien/robert-stolz-platz,http://bestinparking.at/garage/wien/robert-stolz-platz,http://www.parken.at/garage/257/,http://www.parken.at/en/garage/257/,16.315088057889,48.206758699841,N,N,
GARAGENOGD.376483,376483,POINT (16.37391726525039 48.213082294020346),2,Contipark Int. Austria GmbH,Parkhaus am Kai,1010,Wien,Gonzagagasse 2-4,http://www.contipark.at,http://www.contipark.at,http://www.parken.at/garage/2/,http://www.parken.at/en/garage/2/,16.373926080179,48.21308826736,N,N,
GARAGENOGD.376484,376484,POINT (16.366366724165594 48.21491042296853),3,"IFM Immobilien Facility Management und Development GmbH, Wien",Börse-Garage,1010,Wien,Wipplingerstrasse 34,,,http://www.parken.at/garage/3/,http://www.parken.at/en/garage/3/,16.3663755,48.2149164,N,N,
GARAGENOGD.376485,376485,POINT (16.369785005989907 48.21340662795861),4,BOE Gebäudemanagement GmbH,Garage Concordiaplatz,1010,Wien,Concordiaplatz 4,http://www.boe-parking.at/,http://www.boe-parking.at/,http://www.parken.at/garage/4/,http://www.parken.at/en/garage/4/,16.3697938,48.2134126,N,N,
GARAGENOGD.376486,376486,POINT (16.3648219325149 48.215355121898305),5,Hilton Vienna Plaza,Hilton Vienna Plaza,1010,Wien,Schottenring 11,http://www.vienna-plaza.hilton.com/,http://www.vienna-plaza.hilton.com/,http://www.parken.at/garage/5/,http://www.parken.at/en/garage/5/,16.3648307,48.2153611,N,Y,
GARAGENOGD.376487,376487,POINT (16.374259704291944 48.20856707726765),6,BOE Gebäudemanagement GmbH,Parkhaus City,1010,Wien,Stephansplatz/Schulerstraße,http://www.boe-parking.at/,http://www.boe-parking.at/,http://www.parken.at/garage/6/,http://www.parken.at/en/garage/6/,16.374268527786,48.208573029536,N,N,
GARAGENOGD.376488,376488,POINT (16.416333023623935 48.17392938708332),263,ZS Betriebsgesellschaft m.b.H.,Garage Zentrum Simmering,1110,Wien,Simmeringer Hauptstraße 96a,,,http://www.parken.at/garage/263/,http://www.parken.at/en/garage/263/,16.4163421,48.1739352,N,Y,
GARAGENOGD.376489,376489,POINT (16.36759600230224 48.21129173641658),8,Garage am Hof GesmbH,Parkgarage am Hof,1010,Wien,Am Hof,http://www.garageamhof.at/,http://www.garageamhof.at/,http://www.parken.at/garage/8/,http://www.parken.at/en/garage/8/,16.367604788361,48.21129769726,N,Y,
GARAGENOGD.376490,376490,POINT (16.365323724411986 48.211673138889346),9,WIPARK Garagen GmbH,Garage Freyung,1010,Wien,Herrengasse,http://www.wipark.at/,http://www.wipark.at/,http://www.parken.at/garage/9/,http://www.parken.at/en/garage/9/,16.3653325,48.2116791,N,Y,
GARAGENOGD.376491,376491,POINT (16.35993520230622 48.20876860735318),10,BOE Gebäudemanagement GmbH,Parkgarage Rathauspark,1010,Wien,Universitätsring,http://www.boe-parking.at/,http://www.boe-parking.at/,http://www.parken.at/garage/10/,http://www.parken.at/en/garage/10/,16.359943955017,48.208774551008,N,Y,
GARAGENOGD.376492,376492,POINT (16.27675003029636 48.191900488367914),266,Ober St. Veiter Garagen Betriebs GmbH,Volksgarage Ober St. Veit,1130,Wien,Hietzinger Kai 143,,,http://www.parken.at/garage/266/,http://www.parken.at/en/garage/266/,16.2767584,48.1919063,N,N,
GARAGENOGD.376493,376493,POINT (16.378503253102185 48.20664985467192),12,BOE Gebäudemanagement GmbH,Garage Cobdengasse,1010,Wien,Cobdengasse 2,http://www.boe-parking.at/,http://www.boe-parking.at/,http://www.parken.at/garage/12/,http://www.parken.at/en/garage/12/,16.3785121,48.2066558,N,Y,
GARAGENOGD.376494,376494,POINT (16.377557455219385 48.20487446404941),13,WIPARK Garagen GmbH,Parkring-Garage,1010,Wien,Parkring 12a,http://www.wipark.at/,http://www.wipark.at/,http://www.parken.at/garage/13/,http://www.parken.at/en/garage/13/,16.3775663,48.2048804,N,N,
GARAGENOGD.376495,376495,POINT (16.397389691300777 48.22861613774624),269,WIPARK Garagen GmbH,Garage Geriatriezentrum Leopoldstadt,1020,Wien,Engerthstraße 154a,http://www.wipark.at/,http://www.wipark.at/,http://www.parken.at/garage/269/,http://www.parken.at/en/garage/269/,16.3973986,48.2286222,N,N,
GARAGENOGD.376496,376496,POINT (16.376003464905498 48.20591145986487),14,Günther Hegenbart,Seilerstaetten-Garage,1010,Wien,Seilerstaette 8,,,http://www.parken.at/garage/14/,http://www.parken.at/en/garage/14/,16.3760123,48.2059174,N,Y,
GARAGENOGD.376497,376497,POINT (16.36268242410959 48.201307090022674),270,WIPARK Garagen GmbH,Garage Technische Universität - Leharg.,1060,Wien,Lehargasse 4,http://www.wipark.at/,http://www.wipark.at/,http://www.parken.at/garage/270/,http://www.parken.at/en/garage/270/,16.3626912,48.201313,N,N,
GARAGENOGD.376498,376498,POINT (16.377112654027204 48.202334175984305),15,WIPARK Garagen GmbH,Garage Beethovenplatz,1010,Wien,Beethovenplatz 3,http://www.wipark.at/,http://www.wipark.at/,http://www.parken.at/garage/15/,http://www.parken.at/en/garage/15/,16.3771215,48.2023401,N,N,
GARAGENOGD.376499,376499,POINT (16.29877244985223 48.114548133981934),1551,BOE GEBÄUDEMANAGEMENT GmbH,Campus 21 Parkhaus F,2345,Brunn/Geb.,Europaring F 13-14,http://www.boe-parking.at/,http://www.boe-parking.at/,http://www.parken.at/garage/1551/,http://www.parken.at/en/garage/1551/,16.298781035362,48.114553590174,N,N,
GARAGENOGD.376500,376500,POINT (16.370619164648147 48.202894401036446),17,ÖPARK Garagen GmbH,Kärntnerringgarage,1010,Wien,Mahlerstrasse 6-8,http://www.contipark.at,http://www.contipark.at,http://www.parken.at/garage/17/,http://www.parken.at/en/garage/17/,16.370627977107,48.202900323318,N,Y,
GARAGENOGD.376501,376501,POINT (16.364090884978147 48.25009465647802),273,BOE Gebäudemanagement GmbH,Parkgarage 12. Februar Platz,1190,Wien,12. Februar Platz,http://www.boe-parking.at/,http://www.boe-parking.at/,http://www.parken.at/garage/273/,http://www.parken.at/en/garage/273/,16.3640996,48.2501008,N,N,
GARAGENOGD.376502,376502,POINT (16.45312627025104 48.265259628725275),274,BOE Gebäudemanagement GmbH,P+R Aderklaaerstraße,1210,Wien,Julius Ficker Straße 92,http://www.boe-parking.at/,http://www.boe-parking.at/,http://www.parken.at/garage/274/,http://www.parken.at/en/garage/274/,16.4531354,48.2652659,Y,Y,
GARAGENOGD.376503,376503,POINT (16.368678171006415 48.2017925511059),19,BOE Gebäudemanagement GmbH,Parkgarage Opernringhof,1010,Wien,Elisabethstrasse,http://www.boe-parking.at/,http://www.boe-parking.at/,http://www.parken.at/garage/19/,http://www.parken.at/en/garage/19/,16.368686976694,48.201798466987,N,N,
GARAGENOGD.376504,376504,POINT (16.44116855540071 48.21274128717711),275,BOE Gebäudemanagement GmbH,P+R Donaustadtbrücke,1220,Wien,Am Kaisermühlendamm 113b,http://www.boe-parking.at/,http://www.boe-parking.at/,http://www.parken.at/garage/275/,http://www.parken.at/en/garage/275/,16.4411777,48.2127473,Y,Y,
GARAGENOGD.376505,376505,POINT (16.376731361683092 48.20577466024788),21,Palais Coburg Residenz GmbH,Parksafe Palais Coburg,1010,Wien,Coburgbastei 4,,,http://www.parken.at/garage/21/,http://www.parken.at/en/garage/21/,16.3767402,48.2057806,N,N,
GARAGENOGD.376507,376507,POINT (16.40652458908651 48.186866931275404),278,BOE Gebäudemanagement GmbH,Garage Neu Marx,1030,Wien,Hermine Jursa Gasse 11,http://www.boe-parking.at/,http://www.boe-parking.at/,http://www.parken.at/garage/278/,http://www.parken.at/en/garage/278/,16.4065336,48.1868728,N,Y,
GARAGENOGD.376508,376508,POINT (16.37702917392581 48.21621930989431),23,Dr. Neller Immobilien GmbH,Garage Hollandstrasse,1020,Wien,Hollandstrasse 11,,,http://www.parken.at/garage/23/,http://www.parken.at/en/garage/23/,16.377038,48.2162253,N,N,
GARAGENOGD.376509,376509,POINT (16.38154584689535 48.21241292499608),24,BOE Gebäudemanagement GmbH,Garage Untere Donaustrasse,1020,Wien,Untere Donaustrasse 11,http://www.boe-parking.at/,http://www.boe-parking.at/,http://www.parken.at/garage/24/,http://www.parken.at/en/garage/24/,16.3815547,48.2124189,N,N,
GARAGENOGD.376510,376510,POINT (16.305948182749454 48.19639998463473),280,WIPARK Garagen GmbH,Garage Missindorferstraße,1140,Wien,Missindorferstraße 21,http://wipark.com,http://wipark.com,http://www.parken.at/garage/280/,http://www.parken.at/en/garage/280/,16.305956688855,48.196405836026,N,N,
GARAGENOGD.376511,376511,POINT (16.405805437538547 48.21891387917986),25,Bärtl GmbH,Stuwer-Garage,1020,Wien,Stuwerstrasse 41,http://www.baertl.at/liste.php?pgm_00004_id=68&sprache=1,http://www.baertl.at/liste.php?pgm_00004_id=68&sprache=1,http://www.parken.at/garage/25/,http://www.parken.at/en/garage/25/,16.4058144,48.2189199,N,Y,
