FID,OBJECTID,SHAPE,GARAGE_ID,BETREIBER,BEZEICHNUNG,PLZ,ORT,ADRESSE,WEBLINK_BETR_DE,WEBLINK_BETR_EN,WEBLINK_WK_DE,WEBLINK_WK_EN,LONGITUDE,LATITUDE,PARK_AND_RIDE,BEHINDERTENPARKPL,SE_ANNO_CAD_DATA
GARAGENOGD.376763,376763,POINT (16.374225971113592 48.18205536467654),3321,APCOA Parking Austria GmbH,Columbus-Center,1100,Wien,Columbusplatz 7-8,http://www.apcoa.at/parken-in/wien/columbus-center.html,http://www.apcoa.at/en/parking-in/wien/columbus-center.html,http://www.parken.at/garage/3321/,http://www.parken.at/en/garage/3321/,16.37423483,48.18206119,N,N,
GARAGENOGD.376764,376764,POINT (16.25673174073941 48.200787158703505),3340,APCOA Parking Austria GmbH,Bergmillergasse,1140,Wien,Bergmillergasse 5,http://www.apcoa.at/parken-in/wien/bergmillergasse.html,http://www.apcoa.at/en/parking-in/wien/bergmillergasse.html,http://www.parken.at/garage/3340/,http://www.parken.at/en/garage/3340/,16.25674,48.200793,N,N,
GARAGENOGD.376765,376765,POINT (16.365402232957994 48.218005808266646),3320,APCOA Parking Austria GmbH,Rossau,1090,Wien,Türkenstraße 22,http://www.apcoa.at/parken-in/wien/rossau.html,http://www.apcoa.at/en/parking-in/wien/rossau.html,http://www.parken.at/garage/3320/,http://www.parken.at/en/garage/3320/,16.365411,48.2180118,N,N,
GARAGENOGD.376766,376766,POINT (16.34286127451104 48.16847425859045),3328,APCOA Parking Austria GmbH,Hertha-Firnberg-Strasse (MP),1100,Wien,Hertha-Firnberg-Straße 14,http://www.apcoa.at/parken-in/wien/hertha-firnberg-strasse-mp.html,http://www.apcoa.at/en/parking-in/wien/hertha-firnberg-strasse-mp.html,http://www.parken.at/garage/3328/,http://www.parken.at/en/garage/3328/,16.34287,48.16848,N,N,
GARAGENOGD.376767,376767,POINT (16.342868374606493 48.168476759189616),3329,APCOA Parking Austria GmbH,Hertha-Firnberg-Strasse (RM),1100,Wien,Hertha-Firnberg-Straße 14,http://www.apcoa.at/parken-in/wien/hertha-firnberg-strasse-rm.html,http://www.apcoa.at/en/parking-in/wien/hertha-firnberg-strasse-rm.html,http://www.parken.at/garage/3329/,http://www.parken.at/en/garage/3329/,16.3428771,48.1684825,N,N,
GARAGENOGD.376768,376768,POINT (16.373933040396935 48.18212765463491),3322,APCOA Parking Austria GmbH,Columbusplatz,1100,Wien,Columbusplatz 7-8,http://www.apcoa.at/parken-in/wien/columbusplatz.html,http://www.apcoa.at/en/parking-in/wien/columbusplatz.html,http://www.parken.at/garage/3322/,http://www.parken.at/en/garage/3322/,16.3739418983,48.1821334805,N,N,
GARAGENOGD.376769,376769,POINT (16.400122011978276 48.18817069945381),3307,APCOA Parking Austria GmbH,Rennweg,1030,Wien,Rennweg 104,http://www.apcoa.at/parken-in/wien/rennweg.html,http://www.apcoa.at/en/parking-in/wien/rennweg.html,http://www.parken.at/garage/3307/,http://www.parken.at/en/garage/3307/,16.40013099,48.18817657,N,N,
GARAGENOGD.376770,376770,POINT (16.34142484456757 48.19533147783772),3314,APCOA Parking Austria GmbH,Mariahilfer Strasse,1060,Wien,Mariahilferstraße 123,http://www.apcoa.at/parken-in/wien/mariahilfer-strasse.html,http://www.apcoa.at/en/parking-in/wien/mariahilfer-strasse.html,http://www.parken.at/garage/3314/,http://www.parken.at/en/garage/3314/,16.3414335251,48.195337346,N,N,
GARAGENOGD.376771,376771,POINT (16.41344716122091 48.18989582644785),3305,APCOA Parking Austria GmbH,P+R Erdberg,1030,Wien,Franzosengraben 2,http://www.apcoa.at/parken-in/wien/p-r-erdberg.html,http://www.apcoa.at/en/parking-in/wien/p-r-erdberg.html,http://www.parken.at/garage/3305/,http://www.parken.at/en/garage/3305/,16.4134562016,48.1899017137,N,N,
GARAGENOGD.376772,376772,POINT (16.41074424140973 48.23218142292208),3362,APCOA Parking Austria GmbH,Donauinsel,1220,Wien,Copa Cagrana,http://www.apcoa.at/parken-in/wien/donauinsel.html,http://www.apcoa.at/en/parking-in/wien/donauinsel.html,http://www.parken.at/garage/3362/,http://www.parken.at/en/garage/3362/,16.41075321,48.23218751,N,N,
GARAGENOGD.376773,376773,POINT (16.30978567870284 48.20743080326539),3342,APCOA Parking Austria GmbH,P+R Ottakring,1160,Wien,Huttengasse 41 / Spetterbrücke,http://www.apcoa.at/parken-in/wien/p-r-ottakring.html,http://www.apcoa.at/en/parking-in/wien/p-r-ottakring.html,http://www.parken.at/garage/3342/,http://www.parken.at/en/garage/3342/,16.3097941875,48.2074367093,N,N,
GARAGENOGD.376774,376774,POINT (16.408050588673007 48.19411562709764),3302,APCOA Parking Austria GmbH,Arkadenhof,1030,Wien,Würtzlerstraße 20,http://www.apcoa.at/parken-in/wien/arkadenhof.html,http://www.apcoa.at/en/parking-in/wien/arkadenhof.html,http://www.parken.at/garage/3302/,http://www.parken.at/en/garage/3302/,16.408059597,48.1941215309,N,N,
GARAGENOGD.376775,376775,POINT (16.31138427569563 48.21326490694611),3343,APCOA Parking Austria GmbH,Weinheimergasse,1160,Wien,Weinheimergasse 4,http://www.apcoa.at/parken-in/wien/weinheimergasse.html,http://www.apcoa.at/en/parking-in/wien/weinheimergasse.html,http://www.parken.at/garage/3343/,http://www.parken.at/en/garage/3343/,16.3113927841,48.2132708418,N,N,
GARAGENOGD.376776,376776,POINT (16.370092139759194 48.18467426721976),3310,APCOA Parking Austria GmbH,Mazda Rainer,1040,Wien,Wiedner Gürtel 3a,http://www.apcoa.at/parken-in/wien/mazda-rainer.html,http://www.apcoa.at/en/parking-in/wien/mazda-rainer.html,http://www.parken.at/garage/3310/,http://www.parken.at/en/garage/3310/,16.370100975,48.1846801028,N,N,
GARAGENOGD.376777,376777,POINT (16.369533191958986 48.202961077751254),18,"Kärntnerstraße Tiefgarage, Bau- u. BetriebsgesmbH & Co KG",Kärntnerstrasse Tiefgarage,1010,Wien,Kärntnerstrasse 51,http://bestinparking.at/garage/wien/kaerntnerstrasse/vor-nr-51,http://bestinparking.at/garage/wien/kaerntnerstrasse/vor-nr-51,http://www.parken.at/garage/18/,http://www.parken.at/en/garage/18/,16.369542,48.202967,N,Y,
GARAGENOGD.376778,376778,POINT (16.3770509870362 48.173780932673814),113,Kärntnerstraße Tiefgarage Bau- und Betriebsgesellschaft GmbH & Co KG,Reumannplatz Garage,1100,Wien,Reumannplatz (Einfahrt Rotenhofgasse oder Waldgasse),http://bestinparking.at/garage/wien/rotenhofgasse/2a,http://bestinparking.at/garage/wien/rotenhofgasse/2a,http://www.parken.at/garage/113/,http://www.parken.at/en/garage/113/,16.37705987155,48.173786720142,N,Y,
GARAGENOGD.376779,376779,POINT (16.3449668429838 48.21161978628355),99,"Hamerlingplatz Tiefgarage, Bau- und BetriebsgesmbH & Co KG",Hamerlingplatz Tiefgarage,1080,Wien,Hamerlingplatz,http://bestinparking.at/garage/wien/hamerlingplatz,http://bestinparking.at/garage/wien/hamerlingplatz,http://www.parken.at/garage/99/,http://www.parken.at/en/garage/99/,16.34497551786,48.21162573418,N,Y,
GARAGENOGD.376780,376780,POINT (16.355112112771835 48.21490108023973),109,Otto Wagnerplatz Tiefgarage Bau- u. BetriebsgesmbH & Co KG,Otto Wagnerplatz Garage,1090,Wien,Otto Wagnerplatz,http://bestinparking.at/garage/wien/otto-wagnerplatz,http://bestinparking.at/garage/wien/otto-wagnerplatz,http://www.parken.at/garage/109/,http://www.parken.at/en/garage/109/,16.35512083373,48.214907050399,N,Y,
GARAGENOGD.376781,376781,POINT (16.388352669369283 48.20496616644267),38,"Kärntnerstraße Tiefgarage, Bau- u. BetriebsgesmbH & Co KG",Garage Landstraßer Hauptstraße,1030,Wien,Seidlgasse 41,http://bestinparking.at/garage/wien/seidlgasse/37,http://bestinparking.at/garage/wien/seidlgasse/37,http://www.parken.at/garage/38/,http://www.parken.at/en/garage/38/,16.38836156627,48.204972109559,N,Y,
GARAGENOGD.376782,376782,POINT (16.37761827232293 48.21738750373492),26,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage Karmelitermarkt,1020,Wien,Karmelitermarkt,http://bestinparking.at/garage/wien/leopoldsgasse/39,http://bestinparking.at/garage/wien/leopoldsgasse/39,http://www.parken.at/garage/26/,http://www.parken.at/en/garage/26/,16.3776271,48.2173935,N,Y,
GARAGENOGD.376783,376783,POINT (16.382116715123622 48.20999108813386),11,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Georg Cochplatz Tiefgarage,1010,Wien,Georg Coch-Platz,http://bestinparking.at/garage/wien/georg-cochplatz,http://bestinparking.at/garage/wien/georg-cochplatz,http://www.parken.at/garage/11/,http://www.parken.at/en/garage/11/,16.382125574869,48.209997051971,N,Y,
GARAGENOGD.376784,376784,POINT (16.370307903331334 48.23192733165378),191,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage Brigittaplatz,1200,Wien,Brigittaplatz,http://bestinparking.at/garage/wien/brigittaplatz,http://bestinparking.at/garage/wien/brigittaplatz,http://www.parken.at/garage/191/,http://www.parken.at/en/garage/191/,16.370316674205,48.231933392167,N,Y,
GARAGENOGD.376785,376785,POINT (16.369413639396193 48.23597502052756),192,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage Wexstrasse,1200,Wien,Wexstrasse 24,http://bestinparking.at/garage/wien/wexstrasse/24,http://bestinparking.at/garage/wien/wexstrasse/24,http://www.parken.at/garage/192/,http://www.parken.at/en/garage/192/,16.3694224,48.2359811,N,Y,
GARAGENOGD.376786,376786,POINT (16.304375025745202 48.211121329975455),173,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage Wilhelminenspital,1160,Wien,Montleartstrasse 37,http://bestinparking.at/garage/wien/montleartstrasse-37,http://bestinparking.at/garage/wien/montleartstrasse-37,http://www.parken.at/garage/173/,http://www.parken.at/en/garage/173/,16.304383503705,48.211127250641,N,Y,
GARAGENOGD.376787,376787,POINT (16.322125462480084 48.20805534026544),171,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage Klausgasse,1160,Wien,Klausgasse,http://bestinparking.at/garage/wien/klausgasse-gegenueber-nr-18,http://bestinparking.at/garage/wien/klausgasse-gegenueber-nr-18,http://www.parken.at/garage/171/,http://www.parken.at/en/garage/171/,16.322134031877,48.208061257085,N,Y,
GARAGENOGD.376788,376788,POINT (16.36270430838202 48.190662540900014),73,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage Mittersteig,1050,Wien,Mittersteig,http://bestinparking.at/garage/wien/mittersteig-26-28/ziegelofeng-21-23,http://bestinparking.at/garage/wien/mittersteig-26-28/ziegelofeng-21-23,http://www.parken.at/garage/73/,http://www.parken.at/en/garage/73/,16.3627131,48.1906684,N,Y,
GARAGENOGD.376789,376789,POINT (16.391982534546646 48.19550064445776),51,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage Rudolfstiftung,1030,Wien,Boerhaavegasse 8a,http://bestinparking.at/garage/wien/boerhaavegasse-8a,http://bestinparking.at/garage/wien/boerhaavegasse-8a,http://www.parken.at/garage/51/,http://www.parken.at/en/garage/51/,16.39199146218,48.195506544676,N,Y,
GARAGENOGD.376790,376790,POINT (16.373452772812083 48.202214278566494),16,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Palais-Corso-Garage,1010,Wien,Mahlerstrasse 12,http://bestinparking.at/garage/wien/mahlerstrasse-12,http://bestinparking.at/garage/wien/mahlerstrasse-12,http://www.parken.at/garage/16/,http://www.parken.at/en/garage/16/,16.3734616,48.2022202,N,Y,
GARAGENOGD.376791,376791,POINT (16.364688215319063 48.202519082859304),20,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage Robert Stolz-Platz,1010,Wien,Robert Stolz-Platz,http://bestinparking.at/garage/wien/robert-stolz-platz,http://bestinparking.at/garage/wien/robert-stolz-platz,http://www.parken.at/garage/20/,http://www.parken.at/en/garage/20/,16.364697,48.202525,N,Y,
GARAGENOGD.376792,376792,POINT (16.370890170767346 48.191688030263265),61,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Tiefgarage beim Theresianum,1040,Wien,Favoritenstrasse 36/Ecke Waltergasse 1,http://bestinparking.at/garage/wien/waltergasse-1-favoritenstrasse-36,http://bestinparking.at/garage/wien/waltergasse-1-favoritenstrasse-36,http://www.parken.at/garage/61/,http://www.parken.at/en/garage/61/,16.370899,48.1916939,N,N,
GARAGENOGD.376793,376793,POINT (16.373320974270936 48.19467132434965),69,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage Argentinierstrasse,1040,Wien,Argentinierstrasse 29,http://bestinparking.at/garage/wien/argentinierstrasse-29,http://bestinparking.at/garage/wien/argentinierstrasse-29,http://www.parken.at/garage/69/,http://www.parken.at/en/garage/69/,16.37332981164,48.194677209221,N,Y,
GARAGENOGD.376794,376794,POINT (16.360067340146795 48.22085277704258),225,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage Bauernfeldplatz,1090,Wien,Bauernfeldplatz/ Liechtensteinstraße,http://bestinparking.at/garage/wien/bauernfeldplatz,http://bestinparking.at/garage/wien/bauernfeldplatz,http://www.parken.at/garage/225/,http://www.parken.at/en/garage/225/,16.360076076058,48.220858778537,N,Y,
GARAGENOGD.376795,376795,POINT (16.34583854526738 48.197284861479005),84,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Parkgarage Mariahilf beim C&A,1070,Wien,"Mariahilfer Strasse 96, Einfahrt Zieglergasse 3",http://bestinparking.at/garage/wien/mariahilferstrasse-96,http://bestinparking.at/garage/wien/mariahilferstrasse-96,http://www.parken.at/garage/84/,http://www.parken.at/en/garage/84/,16.345847245508,48.197290742273,N,Y,
GARAGENOGD.376796,376796,POINT (16.331509196755018 48.17594511070716),139,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Parkgarage Meidling,1120,Wien,Meidlinger Hauptstraße 57-59,http://bestinparking.at/garage/wien/meidlinger-hauptstrasse-57-59,http://bestinparking.at/garage/wien/meidlinger-hauptstrasse-57-59,http://www.parken.at/garage/139/,http://www.parken.at/en/garage/139/,16.331517856622,48.175950880455,N,Y,
GARAGENOGD.376797,376797,POINT (16.26410672575064 48.1954317089933),245,BIP Garagengesellschaft Breiteneder GmbH & Co KG,P+R Hütteldorf,1140,Wien,Deutschordenstraße 3a,http://bestinparking.at/garage/wien/deutschordenstrasse-3a,http://bestinparking.at/garage/wien/deutschordenstrasse-3a,http://www.parken.at/garage/245/,http://www.parken.at/en/garage/245/,16.264115028033,48.195437529544,Y,Y,
GARAGENOGD.376798,376798,POINT (16.376667504134602 48.19945186786127),246,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage Schwarzenbergplatz,1030,Wien,Am Heumarkt 39 / Schwarzenbergplatz 5,http://bestinparking.at/garage/wien/schwarzenbergplatz-5,http://bestinparking.at/garage/wien/schwarzenbergplatz-5,http://www.parken.at/garage/246/,http://www.parken.at/en/garage/246/,16.376676352115,48.199457777986,N,Y,
GARAGENOGD.376799,376799,POINT (16.350826676172172 48.19724491686085),240,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage MAHÜ77,1060,Wien,Damböckgasse 4,http://bestinparking.at/garage/wien/damboeckgasse-4,http://bestinparking.at/garage/wien/damboeckgasse-4,http://www.parken.at/garage/240/,http://www.parken.at/en/garage/240/,16.3508354,48.1972508,N,N,
GARAGENOGD.376800,376800,POINT (16.375385452947445 48.19737208029422),55,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Parkplatz Palais Schwarzenberg,1030,Wien,Schwarzenbergplatz 9/ Einfahrt Prinz Eugen Straße,http://bestinparking.at/garage/wien/prinz-eugen-strasse,http://bestinparking.at/garage/wien/prinz-eugen-strasse,http://www.parken.at/garage/55/,http://www.parken.at/en/garage/55/,16.375394296295,48.197377979327,N,N,
GARAGENOGD.376678,376678,POINT (16.37619746322912 48.20497706368021),226,WIPARK Garagen GmbH,Garage Weihburggasse,1010,Wien,Hegelgasse 1,http://wipark.com,http://wipark.com,http://www.parken.at/garage/226/,http://www.parken.at/en/garage/226/,16.3762063,48.204983,N,Y,
GARAGENOGD.376679,376679,POINT (16.416799401647076 48.23188751066231),232,Hotel Kaiserwasser GmbH,Arcotel Kaiserwasser,1220,Wien,Wagramer Straße 8,,,http://www.parken.at/garage/232/,http://www.parken.at/en/garage/232/,16.4168084,48.2318936,N,Y,
GARAGENOGD.376680,376680,POINT (16.37882512176009 48.18442416033828),488,WIPARK Garagen GmbH,Gerhard Bronner Straße,1100,Wien,Gerhard-Bronner-Straße 7,http://wipark.com,http://wipark.com,http://www.parken.at/garage/488/,http://www.parken.at/en/garage/488/,16.378834,48.18443,N,Y,
GARAGENOGD.376681,376681,POINT (16.379469118578474 48.18501015686939),489,WIPARK Garagen GmbH,Hauptbahnhof Wien,1100,Wien,Gerhard-Bronner-Straße,http:// wipark.com,http:// wipark.com,http://www.parken.at/garage/489/,http://www.parken.at/en/garage/489/,16.379478,48.185016,N,Y,
GARAGENOGD.376682,376682,POINT (16.353439994162056 48.21975370786222),234,BOE Gebäudemanagement GmbH,Garage Sensengasse,1090,Wien,Sensengasse 3,http://www.boe-parking.at/,http://www.boe-parking.at/,http://www.parken.at/garage/234/,http://www.parken.at/en/garage/234/,16.3534487,48.2197597,N,N,
GARAGENOGD.376683,376683,POINT (16.365715267834233 48.24430488288989),490,WIPARK Garagen GmbH,Heiligenstädter Lände,1190,Wien,Heiligenstädter Lände 31,http://wipark.com,http://wipark.com,http://www.parken.at/garage/490/,http://www.parken.at/en/garage/490/,16.365724,48.244311,N,N,
GARAGENOGD.376684,376684,POINT (16.500468583394547 48.22568188814445),491,WIPARK Garagen GmbH,Seestadt Aspern P1 (D5A),1220,Wien,Schenk-Danzinger-Gasse 4,http://wipark.com,http://wipark.com,http://www.parken.at/garage/491/,http://www.parken.at/en/garage/491/,16.500478,48.225688,N,Y,
GARAGENOGD.376685,376685,POINT (16.390778306392317 48.143979645807995),236,BOE Gebäudemanagement GmbH,Garage Kurt Tichy Gasse,1100,Wien,Kurt Tichy Gasse 2,http://www.boe-parking.at/,http://www.boe-parking.at/,http://www.parken.at/garage/236/,http://www.parken.at/en/garage/236/,16.3907873,48.1439853,N,N,
GARAGENOGD.376686,376686,POINT (16.411212657064468 48.179726662579476),237,EHL Immobilien Management GmbH,BBRZ Garage,1110,Wien,Rinnböckstraße 50,,,http://www.parken.at/garage/237/,http://www.parken.at/en/garage/237/,16.4112217,48.1797325,N,N,
GARAGENOGD.376687,376687,POINT (16.378687887081355 48.238133426835496),238,Optimus Parkhausverwaltung GmbH & Co KG,Garage BC 20,1200,Wien,Dresdner Straße 43-47,http://www.contipark.at,http://www.contipark.at,http://www.parken.at/garage/238/,http://www.parken.at/en/garage/238/,16.378696690213,48.238139522478,N,Y,
GARAGENOGD.376688,376688,POINT (16.358619823837966 48.18717565970812),241,Resag Business Immoverwaltung GmbH,Garage Siebenbrunnengasse,1050,Wien,Siebenbrunnengasse 21,,,http://www.parken.at/garage/241/,http://www.parken.at/en/garage/241/,16.3586286,48.1871815,N,N,
GARAGENOGD.376689,376689,POINT (16.41104419014792 48.2131802678278),242,Reed Messe Wien GmbH,Parkhaus D,1020,Wien,Trabrennstraße 3,,,http://www.parken.at/garage/242/,http://www.parken.at/en/garage/242/,16.411053185875,48.213186264941,N,Y,
GARAGENOGD.376690,376690,POINT (16.404645736894896 48.2167702014122),244,Reed Messe Wien GmbH,Parkhaus A,1020,Wien,Max-Koppe-Strasse 6,,,http://www.parken.at/garage/244/,http://www.parken.at/en/garage/244/,16.404654697237,48.216776211223,N,Y,
GARAGENOGD.376691,376691,POINT (16.384466208836415 48.19503850645191),247,CA Immo Rennweg 16 GmbH,CA Immo Rennweg,1030,Wien,Rennweg 16,,,http://www.parken.at/garage/247/,http://www.parken.at/en/garage/247/,16.3844751,48.1950444,N,Y,
GARAGENOGD.376692,376692,POINT (16.376852026757476 48.181336276790375),250,FARO Parking GmbH,Parkgarage Landgutgasse,1100,Wien,Landgutgasse 14,,,http://www.parken.at/garage/250/,http://www.parken.at/en/garage/250/,16.3768609,48.1813421,N,Y,
GARAGENOGD.376693,376693,POINT (16.331509957045828 48.18777957377913),251,Park One ParkgaragenbetriebsgmbH,Parkgarage Sechshauser Straße,1150,Wien,Sechshauser Straße 48,http://www.park-one.de/,http://www.park-one.de/,http://www.parken.at/garage/251/,http://www.parken.at/en/garage/251/,16.3315186,48.1877854,N,N,
GARAGENOGD.376694,376694,POINT (16.365753980613825 48.247056012552584),254,Garage Am Hof GesmbH,Garage Muthgasse BioTechZentrum,1190,Wien,Muthgasse 11,,,http://www.parken.at/garage/254/,http://www.parken.at/en/garage/254/,16.365762709123,48.247062142868,N,N,
GARAGENOGD.376695,376695,POINT (16.349191925008686 48.2265708781158),3348,APCOA Parking Austria GmbH,WIFI-B,1180,Wien,Währinger Gürtel 97,http://www.apcoa.at/parken-in/wien/wifi-b.html,http://www.apcoa.at/en/parking-in/wien/wifi-b.html,http://www.parken.at/garage/3348/,http://www.parken.at/en/garage/3348/,16.3492006,48.2265769,N,N,
GARAGENOGD.376696,376696,POINT (16.399585669594078 48.25969948091679),3357,APCOA Parking Austria GmbH,Einkauf Spitz,1210,Wien,Angererstraße 2 - 6,http://www.apcoa.at/parken-in/wien/einkauf-spitz.html,http://www.apcoa.at/en/parking-in/wien/einkauf-spitz.html,http://www.parken.at/garage/3357/,http://www.parken.at/en/garage/3357/,16.3995945454,48.2597056924,N,N,
